Discipline,Titel,Beschrijving,Publicatiedatum,Publicatietijd
brandweer,p 1 ongeval wegvervoer letsel buiksloterweg amsterdam,Ongeval met letsel op Buiksloterweg in Amsterdam,2024-01-01,04:47:50
brandweer,p 1 862 letsel jachtsloot hank,Ongeval met letsel op Jachtsloot in Hank,2024-01-01,04:47:31
brandweer,p 1 steekpartij statenjachtstraat a,Brandweer met spoed voor steekpartij,2024-01-01,04:47:29
brandweer,p 1 steekpartij statenjachtstraat amsterdam,Steekpartij op Statenjachtstraat in Amsterdam,2024-01-01,04:47:28
brandweer,p 2 bnh-10 br buiten louise wentland heerhugowaard 104831,Buitenbrand op Louise Wentland in Heerhugowaard,2024-01-01,04:46:14
brandweer,p 1 bdh-04 br wegvervoer scooter bruijnings ingenhoeslaan voorburg 159630,Voertuigbrand op Bruijnings Ingenhoeslaan in Voorburg,2024-01-01,04:45:07
brandweer,p 2 bdh-06 br container ondergronds molensingel delft 155530,Buitenbrand (container) op Molensingel in Delft,2024-01-01,04:43:57
brandweer,p 2 bdh-03 br buiten hortensiastraat kerkpad monster 156730,Buitenbrand op Hortensiastraat in Monster,2024-01-01,04:43:44
brandweer,bevelvoerder eerst inmelden p 2 bon-03 br afval gamma bouwmarkt slijpsteen enschede 054131,Afvalbrand op Slijpsteen in Enschede,2024-01-01,04:41:41
brandweer,p 2 bnh-11 br container cor bruijnweg p.c. hooftstraat wormerveer 118036,Buitenbrand (container) op Cor Bruijnweg in Wormerveer,2024-01-01,04:40:50
brandweer,p 2 brt-01 br buiten ovd-bz molendijk scharloodijk herkingen,Buitenbrand op Molendijk in Herkingen,2024-01-01,04:40:28
brandweer,p 2 bdh-05 br container ondergronds chicagostraat 's-gravenhage 156831,Buitenbrand (container) op Chicagostraat in Den Haag,2024-01-01,04:40:20
brandweer,p 1 middel br br wegvervoer brommobiel valkenkamp maarssen 093932 098191,Voertuigbrand op Valkenkamp in Maarssen,2024-01-01,04:39:54
politie,msterdam,Geen beschrijving beschikbaar,2024-01-01,04:47:29
brandweer,p 2 bdh-06 br buiten jan van polanenstraat monster 156730,Buitenbrand op Jan van Polanenstraat in Monster,2024-01-01,05:07:12
brandweer,p 2 bdh-04 br buiten burgemeester jansenstraat 's-gravenhage 159638,Buitenbrand op Burgemeester Jansenstraat in Den Haag,2024-01-01,05:07:01
brandweer,p 1 br wegvervoer auto rozenstraat wolvega 026732,Voertuigbrand op Rozenstraat in Wolvega,2024-01-01,05:06:14
brandweer,"contact mkb p 2 brt-03 liftopsluiting controleur preventie, ovd-b vissersdijk rotterdam 179101",Geen beschrijving beschikbaar,2024-01-01,05:05:42
brandweer,p 2 bon-09 br berm-/bosschage thijsselaan linnaeuslaan culemborg 087131,Brandweer met gepaste spoed naar Thijsselaan in Culemborg,2024-01-01,05:03:42
brandweer,p 2 bdh-03 br container ondergronds lunterenstraat 's-gravenhage 157630,Buitenbrand (container) op Lunterenstraat in Den Haag,2024-01-01,05:03:41
brandweer,p 2 bon-08 br buiten ceintuurbaanbrug harderwijk 061131,Buitenbrand in Harderwijk,2024-01-01,05:02:26
brandweer,contact mkb p 2 brt-03 liftopsluiting ovd-b vissersdijk rotterdam 179192,Assistentie bij liftopsluiting op Vissersdijk in Rotterdam,2024-01-01,05:00:11
brandweer,p 1 bon-07 reanimatie scheuterstraat rheden 075280,Assistentie bij reanimatie op Scheuterstraat in Rheden,2024-01-01,04:59:37
brandweer,p 2 br afval tulpenstraat assen 038232,Afvalbrand op Tulpenstraat in Assen,2024-01-01,04:59:27
brandweer,p 1 bon-01 br bijgebouw keet/hok/schuurtje rozenheim dedemsvaart 042336,Brand in bijgebouw op Rozenheim in Dedemsvaart,2024-01-01,04:57:54
brandweer,p 1 brt-02 br buiten gerbrandyplein zwijndrecht 186431,Buitenbrand op Gerbrandyplein in Zwijndrecht,2024-01-01,04:57:33
brandweer,p 1 bob-03 br wegvervoer auto leeuweriksweg uden 213832,Voertuigbrand op Leeuweriksweg in Uden,2024-01-01,04:56:54
brandweer,p 1 bob-02 br bijgebouw de rietzanger sint-michielsgestel 213631,Brand in bijgebouw op De Rietzanger in Sint-Michielsgestel,2024-01-01,04:56:39
brandweer,p 1 br bijgebouw keet/hok/schuurtje homeruslaan zeist 096631,Brand in bijgebouw op Homeruslaan in Zeist,2024-01-01,04:55:07
brandweer,p 2 bdh-15 br afval de tol leidschendam 157430,Afvalbrand op de Tol in Leidschendam,2024-01-01,04:55:05
brandweer,p 1 bdh-13 br wegvervoer woonzorgcentrum jonker frans newtonplein 's-gravenhage 157630,Voertuigbrand op Newtonplein in Den Haag,2024-01-01,04:54:46
brandweer,p 2 bdh-12 br afval geesterwijckstraat monster 156730,Afvalbrand op Geesterwijckstraat in Monster,2024-01-01,04:53:42
brandweer,p 1 bdh-11 oms brandmelding apcoa scheveningen zwolsestraat 's-gravenhage 157130,Automatisch brandalarm op Zwolsestraat in Den Haag,2024-01-01,04:52:52
brandweer,p 2 bon-06 br afval sleutelbloemstraat nederhemert 085531,Afvalbrand op Sleutelbloemstraat in Nederhemert,2024-01-01,04:51:55
brandweer,p 2 bdh-08 br buiten symfoniestraat 's-gravenhage 159638,Buitenbrand op Symfoniestraat in Den Haag,2024-01-01,04:51:52
politie,"2 ongeval wegvervoer materieel a20 re 28,0 rotterdam icnum 1491",Politie naar A20 in Rotterdam voor Ongeval Wegvervoer Materieel,2024-01-01,05:00:20
politie,"2 ongeval wegvervoer materieel a20 re 28,0 rotterdam icnum 1489",Politie naar A20 in Rotterdam voor Ongeval Wegvervoer Materieel,2024-01-01,04:59:35
politie,aanrijding letsel vlijtseweg apeldoorn 1745,Politie naar Vlijtseweg in Apeldoorn voor ongeval met letsel,2024-01-01,04:56:53
politie,prio 1 vogelaer van ockenburchlaan honsdk ongeval wegvervoer letsel,Ongeval met letsel op Vogelaer in Honselersdijk,2024-01-01,04:53:58
brandweer,"prio 1 toerit a4 re - den haag-zuid 12 53,3 b denhzh :",Brandweer met spoed naar A4 in Den Hoorn,2024-01-01,05:26:10
brandweer,contact mkb!! br buiten ovd-bz dorpsweg tureluur sommelsdijk,Brandweer naar Dorpsweg in Sommelsdijk voor buitenbrand,2024-01-01,05:21:42
brandweer,"graag contact mkb p 2 brt-03 liftopsluiting ovd-bz ovd-b, controleur preventie vissersdijk rotterdam",Assistentie bij liftopsluiting op Vissersdijk in Rotterdam,2024-01-01,05:21:01
brandweer,"p 1 zeer gr. br br woning rietendak, dak eursinge eursinge de wolden",Woningbrand op Eursinge in Eursinge,2024-01-01,05:18:44
brandweer,p 1 br woning dak eursinge eursinge de wolden 038950 039065 038993 039041,Woningbrand op Eursinge in Eursinge,2024-01-01,05:18:44
brandweer,p 2 bon-07 br container koningin julianastraat mecklenburgstraat deventer 042831,Buitenbrand (container) op Koningin Julianastraat in Deventer,2024-01-01,05:16:44
brandweer,p 2 bob-01 br afval de korenaar 's-hertogenbosch 212031,Afvalbrand op De Korenaar in Den Bosch,2024-01-01,05:14:59
brandweer,p 2 brt-05 br container cortenaerstraat maassluis 170231,Buitenbrand (container) op Cortenaerstraat in Maassluis,2024-01-01,05:14:55
brandweer,p 1 br wegvervoer argentiniedreef utrecht 094531,Voertuigbrand op Argentiniëdreef in Utrecht,2024-01-01,05:14:25
brandweer,p 1 bad-02 ass. ambu deur openen kastanjelaan amstelveen 135131,Brandweer met spoed naar Kastanjelaan in Amstelveen,2024-01-01,05:13:54
brandweer,p 2 br container kloekhorststraat koppenburglaan amsterdam 134131,Buitenbrand (container) op Kloekhorststraat in Amsterdam,2024-01-01,05:12:39
brandweer,p 2 brt-04 br buiten dorpsweg tureluur sommelsdijk 174531,Buitenbrand op Dorpsweg in Sommelsdijk,2024-01-01,05:11:12
brandweer,p 3 bon-05 uitval nutsvoorz. elektriciteit onbekende locatie dedemsvaart 041092,Brandweer zonder spoed naar Dedemsvaart,2024-01-01,05:11:07
brandweer,p 1 bdh-08 oms brandmelding hmc westeinde lijnbaan 's-gravenhage 157830,Automatisch brandalarm op Westeinde in Den Haag,2024-01-01,05:10:22
brandweer,p 2 br buiten zuidbulten wagenborgen 013034,Geen beschrijving beschikbaar,2024-01-01,05:10:18
brandweer,p 1 bad-01 br wegvervoer auto van hanxleden houwertstraat amsterdam 132431,Voertuigbrand op Van Hanxleden Houwertstraat in Amsterdam,2024-01-01,05:10:10
brandweer,p 1 br wegvervoer st.-maartendreef utrecht 094931,Voertuigbrand op St.-Maartendreef in Utrecht,2024-01-01,05:08:29
brandweer,p 1 ongeval wegvervoer letsel damrak amsterdam,Ongeval met letsel op Damrak in Amsterdam,2024-01-01,05:35:03
brandweer,p 1 br wegvervoer auto iepenlaan groningen 011832,Voertuigbrand op Iepenlaan in Groningen,2024-01-01,05:32:18
brandweer,p 2 brt-06 luid/optisch alarm willem van hillegaersbergstraat rotterdam 170531,Brandweer met gepaste spoed naar Willem van Hillegaersbergstraat in Rotterdam,2024-01-01,05:29:25
brandweer,p 2 bdh-02 br container rakkersveld zoetermeer 155330,Buitenbrand (container) op Rakkersveld in Zoetermeer,2024-01-01,05:29:03
brandweer,p 1 br woning arthur van schendelstraat utrecht 094852 094631,Woningbrand op Arthur van Schendelstraat in Utrecht,2024-01-01,05:28:44
brandweer,p 2 brt-02 br wegvervoer auto gerbrandyplein zwijndrecht 189488,Voertuigbrand op Gerbrandyplein in Zwijndrecht,2024-01-01,05:27:22
politie,"aanrijding letsel personenauto a15 re 107,4 herwijnen 1835",Politie naar A15 in Herwijnen voor ongeval met letsel,2024-01-01,05:38:00
politie,gaarne contact oc lelystad,Politie naar Lelystad,2024-01-01,05:35:14
politie,gaarne even bellen met de politiemeldkamer te apeldoorn 1821,Geen beschrijving beschikbaar,2024-01-01,05:32:25
politie,1 steekpartij odastraat rotterdam icnum 1553,Politie naar Odastraat in Rotterdam voor steekpartij,2024-01-01,05:31:40
trauma,a1 ambu 17902 odastraatzn rotterdam rottdm bon 191,Traumaheli naar Odastraat in Rotterdam,2024-01-01,05:31:40
trauma,a1 ambu 17992 odastraatzn rotterdam rottdm bon 191,Traumaheli naar Odastraat in Rotterdam,2024-01-01,05:30:53
brandweer,p 2 bdh-06 br afval irenestraat poeldijk 156730,Afvalbrand op Irenestraat in Poeldijk,2024-01-01,05:48:37
brandweer,p 2 bdh-05 br container ondergronds pauwhof rijswijk zh 155530,Buitenbrand (container) op Pauwhof in Rijswijk,2024-01-01,05:48:18
brandweer,p 1 bdh-03 br wegvervoer auto sir winston churchillln rijswijk zh 155630,Voertuigbrand op Sir Winston Churchillln in Rijswijk,2024-01-01,05:45:52
brandweer,p 2 bdh-04 br container ondergronds ernest staasstraat 's-gravenhage 157630,Buitenbrand (container) op Ernest Staasstraat in Den Haag,2024-01-01,05:42:16
brandweer,"p 2 bon-06 hv weg materieel auto a15 re 107,4 herwijnen 086431",Brandweer met gepaste spoed naar A15 in Herwijnen,2024-01-01,05:40:50
brandweer,p 1 br bijgebouw veerstraat oude pekela 013693 012432,Brand in bijgebouw op Veerstraat in Oude Pekela,2024-01-01,05:59:07
brandweer,p 1 br wegvervoer auto veerstraat oude pekela 012432,Voertuigbrand op Veerstraat in Oude Pekela,2024-01-01,05:59:07
brandweer,p 1 bon-01 br woning 08 waardenburg steenweg waardenburg 086631,Woningbrand op Steenweg in Waardenburg,2024-01-01,05:58:14
brandweer,p 1 bad-01 br wegvervoer auto de savornin lohmanstraat amsterdam 132531,Geen beschrijving beschikbaar,2024-01-01,05:57:57
brandweer,p 1 bnh-02 br buiten kazerne oostzaan kerkstraat oostzaan 114031,Buitenbrand op Kerkstraat in Oostzaan,2024-01-01,05:54:48
brandweer,p 2 br container ondergronds zijpenberg de meern 094331,Buitenbrand (container) op Zijpenberg in De Meern,2024-01-01,05:51:41
brandweer,p 1 bnh-01 voertuig te water oosterweg nieuwe niedorp 106512 106574 106593 105039,Voertuig te water op Oosterweg in Nieuwe Niedorp,2024-01-01,05:50:33
brandweer,p 2 br buiten hoofdweg boerakker 011231,Buitenbrand op Hoofdweg in Boerakker,2024-01-01,05:50:05
politie,"aanrijding letsel a6 re 60,8 almere",Politie naar A6 in Almere voor ongeval met letsel,2024-01-01,05:57:53
politie,svp contact oc boz,Politie,2024-01-01,05:53:39
trauma,a1 13991 oosterweg nieuwe niedorp 126 regio 12,Traumaheli met spoed naar Oosterweg in Nieuwe Niedorp,2024-01-01,05:50:12
brandweer,p 2 bon-09 br afval jacob ekelmansstraat de lange morgen nieuwaal 085231,Geen beschrijving beschikbaar,2024-01-01,06:21:05
brandweer,p 1 reanimatie ranstplein maarssen 093931,Assistentie bij reanimatie op Ranstplein in Maarssen,2024-01-01,06:19:44
brandweer,p 2 bnh-03 br wegvervoer graan voor visch hoofddorp 121586 121283,Voertuigbrand op Graan voor Visch in Hoofddorp,2024-01-01,06:18:54
brandweer,p 1 bnh-04 middel br br wegvervoer auto graftermeerstraat hoofddorp 121293 121201 121205 123130,Geen beschrijving beschikbaar,2024-01-01,06:18:54
brandweer,p 1 bnh-03 br wegvervoer graan voor visch hoofddorp 124230,Voertuigbrand op Graan voor Visch in Hoofddorp,2024-01-01,06:18:54
brandweer,p 2 bon-08 br afval coop schuttersbergplein arnhem 075341,Afvalbrand op Schuttersbergplein in Arnhem,2024-01-01,06:18:20
brandweer,p 2 bdh-01 br buiten groot hertoginnelaan 's-gravenhage 157230,Buitenbrand op Groot Hertoginnelaan in Den Haag,2024-01-01,06:16:50
brandweer,p 2 bmd-02 br afval rosarium almere 254132,Afvalbrand op Rosarium in Almere,2024-01-01,06:16:29
brandweer,p 1 oms brandmelding graldastate c+d nijlan menaam 027393 025132,Automatisch brandalarm op Nijlân in Menaam,2024-01-01,06:16:07
brandweer,p 2 bmd-01 br afval horst lelystad 255131,Afvalbrand op Horst in Lelystad,2024-01-01,06:15:40
brandweer,p 2 bon-07 br afval burgemeester hobolaan molenstraat zuilichem 085131,Geen beschrijving beschikbaar,2024-01-01,06:12:15
brandweer,p 1 bnh-04 br wegvervoer graftermeerstraat hoofddorp 124362,Voertuigbrand op Graftermeerstraat in Hoofddorp,2024-01-01,06:11:59
brandweer,p 2 bzb-01 br container voltstraat tilburg 209433,Buitenbrand (container) op Voltstraat in Tilburg,2024-01-01,06:11:03
brandweer,p 1 bnh-04 br buiten wijkermeerstraat hoofddorp 124330,Buitenbrand op Wijkermeerstraat in Hoofddorp,2024-01-01,06:10:23
brandweer,p 1 brt-03 br wegvervoer auto bart verhallenplein schiedam 170431,Voertuigbrand op Bart Verhallenplein in Schiedam,2024-01-01,06:06:20
brandweer,p 1 bnh-03 br wegvervoer graan voor visch hoofddorp 124262,Voertuigbrand op Graan voor Visch in Hoofddorp,2024-01-01,06:05:50
brandweer,"p 1 bon-02 ass. ambu afhijsen, tilassistentie nieuwe havenweg arnhem 073651",Assistentie ambulance op Nieuwe Havenweg in Arnhem,2024-01-01,06:03:39
brandweer,p 1 ongeval wegvervoer letsel rembrandtpark amsterdam,Ongeval met letsel in Amsterdam,2024-01-01,06:03:13
brandweer,p 2 bon-03 br container glenn millerstraat arnhem 073731,Buitenbrand (container) op Glenn Millerstraat in Arnhem,2024-01-01,06:01:23
brandweer,p 1 bon-02 ass. ambu tilassistentie nieuwe havenweg arnhem 073631,Assistentie ambulance op Nieuwe Havenweg in Arnhem,2024-01-01,06:00:14
brandweer,p 2 brt-01 br buiten rembrandtlaan middelharnis 174531,Buitenbrand op Rembrandtlaan in Middelharnis,2024-01-01,05:59:44
brandweer,p 2 bdh-01 br container ondergronds gasseltestraat zuidlarenstraat 's-gravenhage 159638,Geen beschrijving beschikbaar,2024-01-01,05:59:33
trauma,a1 dia 13991 lettenburg hoofddorp 130 regio 12,Traumaheli met spoed naar Lettenburg in Hoofddorp,2024-01-01,06:14:31
brandweer,p 2 ass. politie rietbaan capelle aan den ijssel,Brandweer met gepaste spoed naar Rietbaan in Capelle Aan Den Ijssel  assistentie politie,2024-01-01,06:32:48
brandweer,p 1 bon-05 br woning appartement schenkhofstraat kesteren 073151 088331,Woningbrand op Schenkhofstraat in Kesteren,2024-01-01,06:31:58
brandweer,p 2 bob-01 br container fakkellaan eindhoven 222431,Buitenbrand (container) op Fakkellaan in Eindhoven,2024-01-01,06:31:56
brandweer,p 2 brt-04 br container benthuizerstraat rotterdam 170531,Geen beschrijving beschikbaar,2024-01-01,06:27:35
brandweer,intrekken alarm brw ass. ambu lettenburg hoofddorp,Brandweer met spoed naar Lettenburg in Hoofddorp  loos alarm,2024-01-01,06:24:46
brandweer,p 1 bon-10 br buiten klaverhof kesteren 088231,Buitenbrand op Klaverhof in Kesteren,2024-01-01,06:24:16
brandweer,p 1 bnh-02 ass. ambu afhijsen lettenburg hoofddorp 124250 123540,Assistentie ambulance voor afhijsen patiënt op Lettenburg in Hoofddorp,2024-01-01,06:22:13
politie,1 schietpartij rietbaan capelle aan den ijss icnum 1643,Politie  voor schietpartij,2024-01-01,06:25:10
politie,1 schietpartij rietbaan capelle aan den ijss icnum 1634,Geen beschrijving beschikbaar,2024-01-01,06:24:22
politie,1 schietpartij rietbaan capelle aan den ijss icnum 1636,Politie  voor schietpartij,2024-01-01,06:22:46
trauma,a1 ambu 17902 rietbaanlp capelle aan den ijssel capijs bon 215,Traumaheli naar Rietbaan in Capelle Aan Den Ijssel,2024-01-01,06:24:56
trauma,a1 ambu 17992 rietbaanlp capelle aan den ijssel capijs bon 215,Traumaheli naar Rietbaan in Capelle Aan Den Ijssel,2024-01-01,06:24:03
brandweer,p 1 bmd-01 rookmelder rode klif lelystad 255131,Rookmelder op Rode Klif in Lelystad,2024-01-01,06:43:25
brandweer,p 2 bdh-04 br afval meermanstraat teding van berkhoutlaan delft 155530,Afvalbrand op Meermanstraat in Delft,2024-01-01,06:41:26
brandweer,p 1 persoon te water eemskanaal groningen 011810 011871 013593 011831,Persoon te water op Eemskanaal in Groningen,2024-01-01,06:41:14
brandweer,p 1 brt-06 br wegvervoer auto johannes spaanstraat dordrecht 186531,Voertuigbrand op Johannes Spaanstraat in Dordrecht,2024-01-01,06:39:16
brandweer,p 1 bdh-03 br wegvervoer sir winston churchillln rijswijk zh 157630,Voertuigbrand op Sir Winston Churchillln in Rijswijk,2024-01-01,06:39:03
brandweer,p 1 bdh-02 oms brandmelding rws directie noordzee lange kleiweg rijswijk zh 155630,Automatisch brandalarm op Lange Kleiweg in Rijswijk,2024-01-01,06:37:44
brandweer,p 2 bdh-01 buitensluiting van den boschstraat 's-gravenhage 157230,Brandweer met gepaste spoed naar Van den Boschstraat in Den Haag,2024-01-01,06:37:35
brandweer,graag contact met de ovd-p zeeland,Brandweer naar Zeeland,2024-01-01,06:36:42
brandweer,p 1 br buiten waardsedijk snelrewaard 092931,Buitenbrand op Waardsedijk in Snelrewaard,2024-01-01,06:33:44
brandweer,p 1 brt-05 ass. politie qrt rietbaan capelle aan den ijssel 179193 179092 173781,Brandweer met spoed naar Rietbaan in Capelle Aan Den Ijssel  assistentie politie,2024-01-01,06:33:37
brandweer,sms/app sbb mirg,Brandweer,2024-01-01,06:33:35
politie,ongeval/water/persoon te water prio 2 groningen eemskanaal,Persoon te water op Eemskanaal in Groningen,2024-01-01,06:41:01
politie,veiligheid en openbare orde/explosief/munitie/explosie prio 1 groningen mauritsdwarsstraat,Een explosief gevonden (mogelijk) op Mauritsdwarsstraat in Groningen,2024-01-01,06:40:09
brandweer,p 1 bzb-01 hv weg letsel thv: licht bredaseweg tilburg 209471,Ongeval met letsel op Bredaseweg in Tilburg,2024-01-01,06:52:50
brandweer,p 1 983 letsel bredaseweg tilburg,Ongeval met letsel op Bredaseweg in Tilburg,2024-01-01,06:52:50
brandweer,p 3 bon-02 ass. pol team outdoors edisonstraat wijchen 083351,Geen beschrijving beschikbaar,2024-01-01,06:52:39
brandweer,p 1 bzb-01 hv weg letsel thv: licht bredaseweg tilburg 207092 209433,Geen beschrijving beschikbaar,2024-01-01,06:49:49
brandweer,p 2 bnh-01 br container ondergronds wayesteinsingel sandestein nieuw-vennep 124630,Buitenbrand (container) op Wayesteinsingel in Nieuw-Vennep,2024-01-01,06:49:49
brandweer,p 1 984 letsel tankstation shell baroniebaan tilbu tankstation shell baroniebaan tilburg baroniebaan tilburg,Ongeval met letsel op Baroniebaan in Tilburg,2024-01-01,06:48:30
brandweer,p 1 inci 03 ass. politie mauritsdwarsstraat groningen 011832,Brandweer met spoed naar Mauritsdwarsstraat in Groningen  assistentie politie,2024-01-01,06:48:18
brandweer,p 1 bmd-02 br bijgebouw keet/hok/schuurtje slingebeekstraat almere 254151,Brand in bijgebouw op Slingebeekstraat in Almere,2024-01-01,06:48:03
brandweer,p 1 bmd-02 br bijgebouw keet/hok/schuurtje slingebeekstraat almere 254133 254134,Brand in bijgebouw op Slingebeekstraat in Almere,2024-01-01,06:47:14
brandweer,p 2 brt-07 co-melder c. van boshuizenstraat spijkenisse 173131,Brandweer met gepaste spoed naar C. van Boshuizenstraat in Spijkenisse,2024-01-01,06:45:42
brandweer,p 1 ass. politie mauritsdwarsstraat groningen 013493 011833,Brandweer met spoed naar Mauritsdwarsstraat in Groningen  assistentie politie,2024-01-01,06:45:33
brandweer,p 2 bon-01 oms brandmelding ivn het woldhuis het woldhuis apeldoorn 063441,Automatisch brandalarm op Het Woldhuis in Apeldoorn,2024-01-01,06:43:44
politie,graag contact cellengang apeldoorn.,Politie naar Apeldoorn,2024-01-01,06:54:08
politie,"aanrijding letsel a12 re 103,0 de klomp",Ongeval met letsel op De Klomp in De Klomp,2024-01-01,06:53:59
politie,"aanrijding letsel afrit a12 re - veenendaal 23a 104,0 a veenendaal",Politie naar A12 in Veenendaal voor ongeval met letsel,2024-01-01,06:48:27
trauma,a1 ambu 08993 - bredaseweg tilburg rit 402,Traumaheli naar Bredaseweg in Tilburg,2024-01-01,06:49:40
brandweer,p 2 bon-05 br gerucht oude haaksbergerweg goor 051431,Geen beschrijving beschikbaar,2024-01-01,07:16:03
brandweer,p 2 bmd-02 kleine br br bijgebouw keet/hok/schuurtje slingebeekstraat almere 258185,Brand in bijgebouw op Slingebeekstraat in Almere,2024-01-01,07:15:05
brandweer,p 1 inci-04 ongeval wegvervoer auto sumatralaan groningen 011871 013493 011831,Ongeval op Sumatralaan in Groningen,2024-01-01,07:13:24
brandweer,p 2 ass. politie mauritsdwarsstraat groningen 011850,Brandweer met gepaste spoed naar Mauritsdwarsstraat in Groningen  assistentie politie,2024-01-01,07:12:50
brandweer,p 1 bzb-01 middel hv hv weg letsel thv: licht auto bredaseweg tilburg 209432,Ongeval met letsel op Bredaseweg in Tilburg,2024-01-01,07:12:20
brandweer,p 1 bdh-01 brandgerucht lyonnetstraat 's-gravenhage 157630,Brandgerucht op Lyonnetstraat in Den Haag,2024-01-01,07:12:09
brandweer,p 2 bon-04 br container schie zwolle 041631,Buitenbrand (container) op Schie in Zwolle,2024-01-01,07:10:10
brandweer,p 2 br container eva bonheurstraat amersfoort 090133,Buitenbrand (container) op Eva Bonheurstraat in Amersfoort,2024-01-01,07:09:22
brandweer,p 1 br woning tjamsweersterweg appingedam 013793 013131,Woningbrand op Tjamsweersterweg in Appingedam,2024-01-01,07:07:39
brandweer,p 1 bdh-02 br buiten voswijckstraat monster 156730,Buitenbrand op Voswijckstraat in Monster,2024-01-01,07:05:03
brandweer,p 3 contact mkb mkb rotterdam wilhelminakade rotterdam 179201,Brandweer zonder spoed naar Wilhelminakade in Rotterdam,2024-01-01,07:03:24
brandweer,p 2 bad-01 nacontrole steve bikoplein amsterdam 133431,Nacontrole op Steve Bikoplein in Amsterdam,2024-01-01,07:02:44
brandweer,p 2 bon-03 br container lammersstraat zutphen 064031,Buitenbrand (container) op Lammersstraat in Zutphen,2024-01-01,06:59:22
brandweer,graag telefonisch contact ac ivm inzet sluis.,Brandweer naar Sluis voor telefonisch contact meldkamer,2024-01-01,06:55:57
brandweer,p 2 bdh-02 br afval westplantsoen delft 155530,Afvalbrand op Westplantsoen in Delft,2024-01-01,06:54:10
politie,ongeval/wegvervoer/letsel prio 1 groningen sumatralaan,Ongeval met letsel op Sumatralaan in Groningen,2024-01-01,07:13:24
politie,veiligheid en openbare orde/geweld/steekpartij prio 1 groningen grote markt,Steekpartij op Grote Markt in Groningen,2024-01-01,07:09:22
politie,1 steekpartij wilhelminaplein rotterdam icnum 1684,Politie naar Wilhelminaplein in Rotterdam voor steekpartij,2024-01-01,07:06:33
politie,graag contact oc,Politie,2024-01-01,07:03:50
politie,svp contact ovd oc,Politie,2024-01-01,06:55:07
trauma,a1 dia: ja ambu 17992 bredaseweg tilburg tilbrg bon 235,Traumaheli met gepaste spoed,2024-01-01,07:08:41
trauma,a1 dia: ja ambu 17902 wilhelminaplein rotterdam rottdm bon 234,Traumaheli naar Wilhelminaplein in Rotterdam,2024-01-01,07:06:33
trauma,a1 dia mmt 13991 bredaseweg tilburg 140 regio 20,Traumaheli met spoed naar Bredaseweg in Tilburg,2024-01-01,06:59:14
brandweer,p 2 bob-03 br afval vestdijk eindhoven 222332,Afvalbrand op Vestdijk in Eindhoven,2024-01-01,07:32:57
brandweer,p 2 bob-01 ass. ambu zandbergen rosmalen 212432,Geen beschrijving beschikbaar,2024-01-01,07:31:13
brandweer,"p 2 zeer gr. br br woning dak, rietendak eursinge eursinge de wolden",Geen beschrijving beschikbaar,2024-01-01,07:31:13
brandweer,p 2 brt-02 liftopsluiting metro slinge-> spijk sp 2 slinge rotterdam 179234,Assistentie bij liftopsluiting op Slinge in Rotterdam,2024-01-01,07:30:57
brandweer,p 1 brt-09 br wegvervoer auto brusselweg vlaardingen 179231,Voertuigbrand op Brusselweg in Vlaardingen,2024-01-01,07:29:14
brandweer,p 2 ass. politie mauritsdwarsstraat groningen,Brandweer met gepaste spoed naar Mauritsdwarsstraat in Groningen  assistentie politie,2024-01-01,07:26:40
brandweer,p 2 bon-08 br container werkerlaan zwolle 041631,Buitenbrand (container) op Werkerlaan in Zwolle,2024-01-01,07:25:15
brandweer,p 1 brt-08 br buiten stooplaan dordrecht 186531,Buitenbrand op Stooplaan in Dordrecht,2024-01-01,07:24:59
brandweer,"het zit erop gj, bedankt voor je inzet de afgelopen jaren, namens ovd-en haaglanden",Brandweer,2024-01-01,07:24:05
brandweer,p 1 bon-07 br wegvervoer auto germanenlaan apeldoorn 062631,Voertuigbrand op Germanenlaan in Apeldoorn,2024-01-01,07:21:48
brandweer,p 2 bon-06 br afval molenstraat hofstraat nederhemert 085531,Afvalbrand op Molenstraat in Nederhemert,2024-01-01,07:20:35
brandweer,p 1 bzb-02 ass. ambu afhijsen bellinistraat hulst 196750,Assistentie ambulance voor afhijsen patiënt op Bellinistraat in Hulst,2024-01-01,07:18:50
brandweer,p 1 bob-02 br wegvervoer auto hof ter aa boxtel 210731,Voertuigbrand op Hof ter Aa in Boxtel,2024-01-01,07:17:35
politie,1 ongeval wegvervoer letsel aveling hoogvliet rotterdam icnum 1701,Politie naar Aveling in Hoogvliet Rotterdam voor ongeval met letsel,2024-01-01,07:28:57
politie,pol mdn graag telefonisch contact oc utrecht cluster stad,Politie naar Utrecht,2024-01-01,07:26:37
trauma,a1 dia: ja ambu 17992 paardskerkhofweg 5223aj 's-hertogenbosch shertb bon 240,Traumaheli naar 5223AJ,2024-01-01,07:28:01
brandweer,p 1 bad-03 ass. ambu deur openen ferdinand bolstraat amsterdam 133231,Brandweer met spoed naar Ferdinand Bolstraat in Amsterdam,2024-01-01,07:40:03
brandweer,p 2 bdh-01 br buiten van herwerden wielersport laan van nieuw oosteinde voorburg 159630,Buitenbrand op Laan van Nieuw Oosteinde in Voorburg,2024-01-01,07:39:59
brandweer,p 2 brt-01 ass. ambu afhijsen burg. gaarlandtstraat gorinchem 188151,Geen beschrijving beschikbaar,2024-01-01,07:38:52
