Discipline,Titel,Beschrijving,Publicatiedatum,Publicatietijd
brandweer,p 2 bdh-08 br afval sportcentrum de vosse vosselaan hillegom 161030,Afvalbrand op Vosselaan in Hillegom,2024-01-01,20:20:24
brandweer,p 2 bdh-07 br afval jan van eyckstraat rijnsburg 161630,Afvalbrand op Jan van Eyckstraat in Rijnsburg,2024-01-01,20:18:31
brandweer,p 2 bon-04 br container de ringmus almelo 053131,Buitenbrand (container) op De Ringmus in Almelo,2024-01-01,20:18:15
brandweer,vervallen oms handmelder argos breede vliet schakelweg hoogvliet rotterdam,Brandweer naar Schakelweg in Hoogvliet Rotterdam voor automatisch brandalarm (handmelder),2024-01-01,20:36:01
brandweer,p 2 bob-01 brandgerucht de horst vzh imkerstraat eindhoven 222331,Brandgerucht op Imkerstraat in Eindhoven,2024-01-01,20:33:26
brandweer,p 1 brt-07 oms handmelder argos breede vliet schakelweg hoogvliet rotterdam 172231 173131,Automatisch brandalarm (handmelder) op Schakelweg in Hoogvliet Rotterdam,2024-01-01,20:33:26
brandweer,p 1 bon-08 hv weg letsel eldrikseweg laag-keppel 069491 065231,Ongeval met letsel op Eldrikseweg in Laag-Keppel,2024-01-01,20:32:37
brandweer,p bdh-09 br container ondergronds lage weide boskoop 162234,Buitenbrand (container) op Lage Weide in Boskoop,2024-01-01,20:31:54
brandweer,graag hefbrug boskoop vrij houden.,Brandweer naar Boskoop,2024-01-01,20:31:52
brandweer,p 1 bnh-08 middel br br woning peperstraat oosterend nh 106591 106541,Woningbrand op Peperstraat in Oosterend,2024-01-01,20:31:44
brandweer,p 2 bdh-05 br container pkp morssingelterrein leiden 164130,Buitenbrand (container) op Morssingelterrein in Leiden,2024-01-01,20:31:18
brandweer,p 1 bon-06 br woning berging/garage halve morgen westervoort 073631,Woningbrand op Halve Morgen in Westervoort,2024-01-01,20:31:09
brandweer,p 2 bon-03 br container havezatelaan deventer 042833,Buitenbrand (container) op Havezatelaan in Deventer,2024-01-01,20:30:44
brandweer,p 2 bon-01 oms brandmelding berkumstede gebouw c+d stichting erasmuslaan zwolle 041631,Automatisch brandalarm op Erasmuslaan in Zwolle,2024-01-01,20:29:16
brandweer,p 2 brt-01 br container jolinkstraat prins hendrikstraat hoek van holland 170232,Buitenbrand (container) op Jolinkstraat in Hoek Van Holland,2024-01-01,20:29:07
politie,aanrijding letsel eldrikseweg laag-keppel 3443,Politie naar Eldrikseweg in Laag-Keppel voor ongeval met letsel,2024-01-01,20:32:48
brandweer,p 1 bdh-10 brandgerucht westwaarts zoetermeer 155230,Brandgerucht op Westwaarts in Zoetermeer,2024-01-01,20:48:25
brandweer,p 2 bdh-08 br afval kruilier moerkapelle 163732,Afvalbrand op Kruilier in Moerkapelle,2024-01-01,20:48:01
brandweer,p 2 bdh-07 br container ondergronds argentiniestraat latijns-amerikalaan delft 155530,Buitenbrand (container) op Argentiniëstraat in Delft,2024-01-01,20:47:37
brandweer,p 2 bad-02 br container ondergronds astasiastraat amsterdam 132131,Buitenbrand (container) op Astasiastraat in Amsterdam,2024-01-01,20:47:16
brandweer,p 2 bzb-01 br berm-/bosschage sasdijk werkendam 205534,Brandweer met gepaste spoed naar Sasdijk in Werkendam,2024-01-01,20:46:12
brandweer,p 1 1819 letsel st. ignatiusstraat breda,Ongeval met letsel op St. Ignatiusstraat in Breda,2024-01-01,20:45:52
brandweer,p 2 bdh-05 br container willem silviusstraat 's-gravenhage 157230,Buitenbrand (container) op Willem Silviusstraat in Den Haag,2024-01-01,20:45:24
brandweer,p 2 bzb-02 br buiten kinderopvang grote beemd dalemdreef tilburg 209432,Buitenbrand op Dalemdreef in Tilburg,2024-01-01,21:05:05
brandweer,p 2 bad-01 brandgerucht betreft: oms movenpick piet heinkade amsterdam 133131,Brandgerucht op Piet Heinkade in Amsterdam,2024-01-01,21:05:01
brandweer,p 1 bad-03 br woning mary van der sluisstraat amsterdam 133451 139232 133431,Woningbrand op Mary van der Sluisstraat in Amsterdam,2024-01-01,21:03:57
brandweer,p 2 bdh-01 br container honselersdijkstraat de lierstraat 's-gravenhage 157830,Buitenbrand (container) op Honselersdijkstraat in Den Haag,2024-01-01,21:03:50
brandweer,p 1 bnn-02 br buiten de boomgaard assen 038231,Buitenbrand op De Boomgaard in Assen,2024-01-01,20:58:35
brandweer,p 2 bnn-03 br buiten huisartsen groepspraktijk julianaplein muntendam 010131,Buitenbrand op Julianaplein in Muntendam,2024-01-01,20:58:35
brandweer,p 2 bnh-03 br container ondergronds lidl saskerstraat koedijk alkmaar 104133,Buitenbrand (container) op Saskerstraat in Koedijk,2024-01-01,20:57:31
brandweer,p 2 bdh-06 br buiten ovd-b paul krugerlaan kockstraat 's-gravenhage 157230 159592,Geen beschrijving beschikbaar,2024-01-01,20:55:24
brandweer,p 1 blb-01 br woning kruidenlaan venray 231431,Woningbrand op Kruidenlaan in Venray,2024-01-01,20:53:50
brandweer,p 2 bnn-01 br buiten kleasterdyk wanswert 025331,Brandweer met gepaste spoed voor buitenbrand,2024-01-01,20:51:24
brandweer,p 2 bnh-02 br buiten romolenstraat haarlem 123130,Buitenbrand op Romolenstraat in Haarlem,2024-01-01,20:49:59
brandweer,"prio 2 a20 re 11,9 maasdk wegverkeer verkeersstremming soort stremming: pechgeval",Brandweer met gepaste spoed naar A20,2024-01-01,20:49:43
politie,graag contact meldkamer politie gms 497,Politie,2024-01-01,21:00:52
politie,bel oc gms 960,Politie,2024-01-01,20:59:06
politie,"aanrijding letsel afrit a1 li - hoenderloo 19 79,3 c ugchelen 3493",Politie naar A1 in Apeldoorn voor ongeval met letsel,2024-01-01,20:58:52
politie,contact oc,Politie,2024-01-01,20:53:24
brandweer,p 2 brt-05 br buiten spinozapark recr rotterdam 173361,Buitenbrand in Rotterdam,2024-01-01,21:20:59
brandweer,p 1 bdh-11 br afval loosduinse uitleg 's-gravenhage 159638,Geen beschrijving beschikbaar,2024-01-01,21:19:22
brandweer,p 1 bad-03 middel br br woning flat mary van der sluisstraat amsterdam 139091,Woningbrand op Mary van der Sluisstraat in Amsterdam,2024-01-01,21:17:15
brandweer,p 1 bdh-10 br wegvervoer fiets reigersbergenweg boekweitkamp 's-gravenhage 159639,Voertuigbrand op Reigersbergenweg in Den Haag,2024-01-01,21:17:12
brandweer,p 2 bdh-09 br buiten esdoornstraat rijswijk zh 155630,Buitenbrand op Esdoornstraat in Rijswijk,2024-01-01,21:15:05
brandweer,p 2 bdh-07 br buiten duinrustplein katwijk zh 161730,Buitenbrand op Duinrustplein in Katwijk,2024-01-01,21:14:24
brandweer,p 2 brt-03 rookmelder goudsbloemstraat vlaardingen 179231,Rookmelder op Goudsbloemstraat in Vlaardingen,2024-01-01,21:12:07
brandweer,p 1 bon-01 br bijgebouw berging/garage weidelaan hoevelaken 071231,Brand in bijgebouw op Weidelaan in Hoevelaken,2024-01-01,21:10:26
brandweer,p 1 bzb-01 voertuig te water scooter nieuweweg breda 203092 205405 203132 203111 203151,Voertuig te water op Nieuweweg in Breda,2024-01-01,21:09:50
brandweer,p 2 bnh-04 br buiten buiten zwembad heerenduinen heerenduinweg ijmuiden 122430,Buitenbrand op Heerenduinweg in Ijmuiden,2024-01-01,21:09:16
brandweer,p 1 brt-01 br woning schoorsteen rivierdijk hardinxveld-giessendam 188151 187731,Woningbrand op Rivierdijk in Hardinxveld-Giessendam,2024-01-01,21:09:05
brandweer,p 2 bdh-04 br container veenderij nootdorp 157430,Buitenbrand (container) op Veenderij in Nootdorp,2024-01-01,21:08:50
brandweer,p 2 1825 ongeval water niiuweweg breda,Geen beschrijving beschikbaar,2024-01-01,21:07:30
brandweer,p 2 1825 ongeval water nieuweweg breda,Waterongeval op Nieuweweg in Breda,2024-01-01,21:07:30
brandweer,p 2 bdh-02 br berm/bosschage iepenlaan rijnsburg 14130,Geen beschrijving beschikbaar,2024-01-01,21:07:20
brandweer,p 2 bdh-02 br berm/bosschage iepenlaan rijnsburg 161530,Brandweer met gepaste spoed naar Iepenlaan in Rijnsburg,2024-01-01,21:07:20
brandweer,p 1 bad-04 reanimatie virgohof amsterdam 132131,Geen beschrijving beschikbaar,2024-01-01,21:31:22
brandweer,p 1 bnh-02 oms handmelder pi hhw zuyder bos copernicusstraat heerhugowaard 106596 104832 105233,Automatisch brandalarm (handmelder) op Copernicusstraat in Heerhugowaard,2024-01-01,21:29:50
brandweer,p 2 bon-01 kleine br br bijgebouw berging/garage weidelaan hoevelaken 071081,Brand in bijgebouw op Weidelaan in Hoevelaken,2024-01-01,21:29:41
brandweer,p 2 bnh-01 br buiten recreatiegebied twiske oostzaan 114031,Buitenbrand in Oostzaan,2024-01-01,21:29:01
brandweer,p 2 brt-02 br buiten heiweg oud-alblas 186732,Buitenbrand op Heiweg in Oud-Alblas,2024-01-01,21:27:14
brandweer,p 2 bnn-01 br buiten huisartsenpraktijk tweede exloermond middenlaan 2e exloermond 038541,Brandweer met gepaste spoed voor buitenbrand,2024-01-01,21:22:58
brandweer,p 1 bmd-01 br woning hoekwoning sint janstraat laren nh 142331,Woningbrand op Sint Janstraat in Laren,2024-01-01,21:21:57
politie,1 steekpartij stresemannplaats rotterdam icnum 2893,Politie naar Stresemannplaats in Rotterdam voor steekpartij,2024-01-01,21:28:20
politie,graag contact zcc,Politie,2024-01-01,21:21:25
brandweer,p 2 bnn-01 liftopsluiting willinkplein emmen 038633,Assistentie bij liftopsluiting op Willinkplein in Emmen,2024-01-01,21:42:25
brandweer,p 1 bmd-02 br woning de landauer biddinghuizen 255533 255531,Geen beschrijving beschikbaar,2024-01-01,21:42:18
brandweer,p 2 bdh-01 br afval westduinweg 's-gravenhage 157130,Afvalbrand op Westduinweg in Den Haag,2024-01-01,21:38:14
brandweer,p 2 intrekken alarm brw br afval valkse engweg koudhoornweg lunteren,Afvalbrand op Valkse Engweg in Lunteren,2024-01-01,21:35:46
brandweer,p 1 intrekken alarm brw br woning fazantenlaan sint pancras,Woningbrand op Fazantenlaan in Sint Pancras,2024-01-01,21:35:40
brandweer,p 1 bnh-05 br woning fazantenlaan sint pancras 104131,Woningbrand op Fazantenlaan in Sint Pancras,2024-01-01,21:35:40
brandweer,p 1 bnh-07 br woning fazantenlaan sint pancras 105332,Woningbrand op Fazantenlaan in Sint Pancras,2024-01-01,21:34:48
brandweer,p 2 bon-03 br afval valkse engweg koudhoornweg lunteren 072231,Afvalbrand op Valkse Engweg in Lunteren,2024-01-01,21:32:54
politie,graag contact zcc 2e poging,Politie,2024-01-01,21:34:40
brandweer,p 1 bdh-01 br wegvervoer auto marktweg 's-gravenhage 157830,Geen beschrijving beschikbaar,2024-01-01,21:53:07
brandweer,p 2 bzb-01 br afval nelson mandelaplein breda 203132,Afvalbrand in Breda,2024-01-01,21:51:53
brandweer,graag telefonisch contac mkb,Brandweer,2024-01-01,21:51:52
brandweer,graag telefonisch contact rac,Brandweer  voor contact met meldkamer,2024-01-01,21:48:48
brandweer,p 2 bdh-02 br afval swammerdamstraat 's-gravenhage 155630,Afvalbrand op Swammerdamstraat in Den Haag,2024-01-01,21:45:24
brandweer,p 2 bob-01 br buiten ereprijsstraat uden 213832,Geen beschrijving beschikbaar,2024-01-01,22:09:28
brandweer,p 2 bdh-07 br afval allard piersonlaan linnaeusstraat 's-gravenhage 155630,Afvalbrand op Allard Piersonlaan in Den Haag,2024-01-01,22:05:11
brandweer,p 1 blb-01 br buiten mijnzetellaan heerlen 244141,Buitenbrand op Mijnzetellaan in Heerlen,2024-01-01,22:04:14
brandweer,p 2 bdh-05 br container de klok rijnsburg 161530,Buitenbrand (container) op De Klok in Rijnsburg,2024-01-01,22:04:05
brandweer,p 2 bdh-04 br buiten prins bernhardstraat voorhout 161430,Buitenbrand op Prins Bernhardstraat in Voorhout,2024-01-01,22:02:09
brandweer,p 1 br wegvervoer oranjelaan driebergen-rijsenburg 095131,Voertuigbrand op Oranjelaan in Driebergen-Rijsenburg,2024-01-01,21:56:31
politie,graag contact oc apeldoorn 546,Politie naar Apeldoorn,2024-01-01,22:05:31
politie,graag contact meldkamer politie gms 583,Politie,2024-01-01,21:57:37
brandweer,p 2 bad-01 br buiten bestevaerstraat amsterdam 132431,Buitenbrand op Bestevâerstraat in Amsterdam,2024-01-01,22:17:18
brandweer,"prio 4 a4 re 42,5 leiddm dienst aan derden",Brandweer naar A4 in Leidschendam,2024-01-01,22:15:40
politie,prio 1 puccinistraat sgravh ongeval wegvervoer letsel,Ongeval met letsel op Puccinistraat in Den Haag,2024-01-01,22:19:55
politie,1 ongeval wegvervoer letsel coen moulijnweg rotterdam icnum 2977,Politie naar Coen Moulijnweg in Rotterdam voor ongeval met letsel,2024-01-01,22:14:10
brandweer,p 2 bad-02 stank/hind. lucht ruyschstraat amsterdam 133431,Brandweer met gepaste spoed naar Ruyschstraat in Amsterdam,2024-01-01,22:24:50
brandweer,spoedambu,Brandweer,2024-01-01,22:21:27
brandweer,p 2 bdh-01 br container ondergronds latijns-amerikalaan delft 155530,Buitenbrand (container) op Latijns-Amerikalaan in Delft,2024-01-01,22:40:20
brandweer,p 2 liftopsluiting wzc de schutse anna van burenstraat lopik 092431,Assistentie bij liftopsluiting op Anna van Burenstraat in Lopik,2024-01-01,22:38:26
brandweer,p 2 bon-02 br buiten uddelermeerweg ermelo 062541,Buitenbrand op Uddelermeerweg in Ermelo,2024-01-01,22:38:24
brandweer,p 2 bnh-02 co-melder haltestraat zandvoort 123340,Geen beschrijving beschikbaar,2024-01-01,22:35:38
brandweer,p 2 bnn-03 stank/hind. lucht smetanalaan assen 038293 038232,Brandweer met gepaste spoed naar Smetanalaan in Assen,2024-01-01,22:35:09
brandweer,p 2 bnn-02 br buiten vrieserweg loon 038434,Buitenbrand op Vrieserweg in Loon,2024-01-01,22:33:57
brandweer,p 1 bnh-03 br bijeenkomst hotel den helder marsdiepstraat den helder 106592 104432 104431,Geen beschrijving beschikbaar,2024-01-01,22:53:01
brandweer,p 2 bdh-03 reinigen wegdek valkenboskade 's-gravenhage 157130,Reinigen wegdek op Valkenboskade in Den Haag,2024-01-01,22:45:54
politie,gaarne tel contact caco,Politie,2024-01-01,22:45:10
brandweer,p 1 bnh-01 ongeval wegvervoer zware thv bellstraat heerhugowaard 106575 104132 106596 104832,Ongeval op Bellstraat in Heerhugowaard,2024-01-01,23:06:09
brandweer,p 2 bon-01 oms handmelder dhl supply chain nijmegen 2 bijsterhuizen wijchen 082331,Automatisch brandalarm (handmelder) op Bijsterhuizen in Wijchen,2024-01-01,23:03:28
brandweer,p 2 bnn-02 br buiten vrieserweg loon 038260,Buitenbrand op Vrieserweg in Loon,2024-01-01,23:00:37
brandweer,intrekken alarm brw oms brandmelding pi hhw zuyder bos copernicusstraat heerhugowaard,Automatisch brandalarm op Copernicusstraat in Heerhugowaard,2024-01-01,22:57:58
brandweer,p 1 bnh-04 oms brandmelding pi hhw zuyder bos copernicusstraat heerhugowaard 104832,Automatisch brandalarm op Copernicusstraat in Heerhugowaard,2024-01-01,22:56:09
brandweer,p 1 bnh-03 br bijeenkomst hotel den helder marsdiepstraat den helder 104451,Brandweer met spoed naar Marsdiepstraat in Den Helder,2024-01-01,22:55:12
brandweer,p 2 br nacontrole van lennepdwarsstraat utrecht 094531,Nacontrole op Van Lennepdwarsstraat in Utrecht,2024-01-01,22:54:22
brandweer,p 2 bdh-04 br container olieslagerslaan 's-gravenhage 155630,Buitenbrand (container) op Olieslagerslaan in Den Haag,2024-01-01,22:53:29
politie,aanrijding letsel hijinkhoekweg winterswijk woold 3676,Politie naar Hijinkhoekweg in Winterswijk Woold voor ongeval met letsel,2024-01-01,23:04:40
politie,aanrijding letsel hijinkhoekweg winterswijk woold 3677,Politie naar Hijinkhoekweg in Winterswijk Woold voor ongeval met letsel,2024-01-01,23:04:15
trauma,a1 dia 13991 bellstraat heerhugowaard 354 regio 10,Traumaheli naar Bellstraat in Heerhugowaard,2024-01-01,23:05:28
trauma,a1 ambu 08993 hijinkhoekweg winterswijk woold rit 1129 mka nog,Traumaheli naar Hijinkhoekweg in Winterswijk Woold,2024-01-01,23:04:40
brandweer,p 2 brt-04 br buiten bloembuurtpad rotterdam 179232,Buitenbrand in Rotterdam,2024-01-01,23:26:12
brandweer,p 1 brt-03 br gebouw kelloggplaats rotterdam 171151 171031 171131,Gebouwbrand op Kelloggplaats in Rotterdam,2024-01-01,23:23:37
brandweer,"prio 2 a4 re 46,2 sgravh wegverkeer afgevallen lading",Brandweer met gepaste spoed naar A4 in Den Haag,2024-01-01,23:22:59
brandweer,p 2 nhn vvd contact caco mknh ongeval wegvervoer zware thv vrachtauto bellstraat heerhugowaard,Ongeval op Bellstraat in Heerhugowaard,2024-01-01,23:21:20
brandweer,p 1 bnh-03 middel br br logies hotel den helder marsdiepstraat den helder,Middelbrand op Marsdiepstraat in Den Helder,2024-01-01,23:17:52
brandweer,p 2 bad-01 br container willem kraanstraat joop van weezelhof amsterdam 132531,Buitenbrand (container) op Willem Kraanstraat in Amsterdam,2024-01-01,23:15:05
politie,bel oc 1092,Politie,2024-01-01,23:25:05
politie,aub contact mka nog,Politie  voor contact met de meldkamer opnemen,2024-01-01,23:18:12
brandweer,p 2 brt-05 stank/hind. lucht wessel gansfortweg rotterdam 170531,Brandweer met gepaste spoed naar Wessel Gansfortweg in Rotterdam,2024-01-01,23:35:18
brandweer,p 1 bdh-04 br wegvervoer dunne bierkade 's-gravenhage 157830,Voertuigbrand op Dunne Bierkade in Den Haag,2024-01-01,23:38:16
politie,graag telefonisch contact mka nog apeldoorn,Politie naar Apeldoorn voor contact met de meldkamer opnemen,2024-01-01,23:40:53
trauma,a1 ambu 08993 sterkenburg ede rit 1162 mka 07,Traumaheli naar Sterkenburg in Ede,2024-01-01,23:37:46
brandweer,p 1 bon-02 br woning vrijstaand oude hof elspeet 062561,Woningbrand op Oude Hof in Elspeet,2024-01-01,23:56:50
brandweer,p 1 bon-02 br woning oude hof elspeet 061741,Woningbrand op Oude Hof in Elspeet,2024-01-01,23:56:50
brandweer,p 2 blb-01 ass. ambu hamstraat roermond 235169,Brandweer met gepaste spoed naar Hamstraat in Roermond,2024-01-01,23:56:24
brandweer,gaarne contact mkb brt-03 br gebouw tbo kelloggplaats rotterdam 179081,Brandweer naar Kelloggplaats in Rotterdam voor Gebouwbrand,2024-01-01,23:56:22
brandweer,p 2 blb-01 ass. ambu afhijsen hamstraat roermond 235151 235131,Assistentie ambulance voor afhijsen patiënt op Hamstraat in Roermond,2024-01-01,23:53:18
politie,"voertuig te water personenauto n18 re - europaweg,3 lichtenvoorde 3765",Politie naar Europaweg in Lichtenvoorde voor Voertuig te water,2024-01-01,23:54:21
politie,"aanrijding letsel n302 re - ceintuurbaan,8 harderwijk 3762",Politie naar Ceintuurbaan in Harderwijk voor ongeval met letsel,2024-01-01,23:49:41
brandweer,graag contact mkb p 2 brt-05 stank/hind. lucht ovd-b wessel gansfortweg rotterdam 179192,Brandweer met gepaste spoed naar Wessel Gansfortweg in Rotterdam,2024-01-02,00:18:11
brandweer,p 1 intrekken alarm brw br gebouw kelloggplaats rotterdam,Gebouwbrand op Kelloggplaats in Rotterdam,2024-01-02,00:16:45
brandweer,graag contact mkb brt-03 br gebouw ovd-b kelloggplaats rotterdam 179193,Brandweer naar Kelloggplaats in Rotterdam voor Gebouwbrand,2024-01-02,00:16:10
brandweer,sms/app sbb mirg,Brandweer,2024-01-02,00:16:08
brandweer,p 1 bdh-03 oms brandmelding tno lab.voor pyrotechniek ypenburgse boslaan 's-gravenhage 157430,Automatisch brandalarm op Ypenburgse Boslaan in Den Haag,2024-01-02,00:16:07
brandweer,p 1 ass. ambu afhijsen vlamoven ijsselstein 092052 092031,Assistentie ambulance voor afhijsen patiënt op Vlamoven in Ijsselstein,2024-01-02,00:03:55
brandweer,p 2 bdh-01 stank/hind. lucht binnen wellingtonstraat 's-gravenhage 157830,Brandweer met gepaste spoed naar Wellingtonstraat in Den Haag,2024-01-02,00:01:29
politie,fo graag contact oc rotterdam.,Politie naar Rotterdam,2024-01-02,00:17:55
politie,aub contact mka nog,Politie  voor contact met de meldkamer opnemen,2024-01-02,00:00:12
trauma,a1 13991 13104 13163 spijtellaantje amsterdam 360 361 362,Traumaheli naar Spijtellaantje in Amsterdam,2024-01-02,00:06:37
brandweer,p 1 brt-01 ass. ambu afhijsen beeningerstraat rotterdam 170431 170451,Assistentie ambulance voor afhijsen patiënt op Beeningerstraat in Rotterdam,2024-01-02,00:28:20
brandweer,p 1 bad-01 br woning israel queridostraat amsterdam 132451 132531 132431,Woningbrand op Israël Queridostraat in Amsterdam,2024-01-02,00:26:57
brandweer,p 1 bdh-04 br wegvervoer auto stationsplein alphen aan den rijn 162233,Brandweer met spoed voor Voertuigbrand,2024-01-02,00:47:50
brandweer,p 1 achtervolging spaarndammerstraat amsterdam,Brandweer met spoed naar Spaarndammerstraat in Amsterdam,2024-01-02,00:42:22
brandweer,p 2 bon-01 br container van den boschlaan ede 072731,Buitenbrand (container) op Van den Boschlaan in Ede,2024-01-02,00:39:58
politie,fo graag contact oc,Politie,2024-01-02,00:41:48
trauma,a1 ambu 08993 - 't vaartje waspik rit 1195 mka zebra,Geen beschrijving beschikbaar,2024-01-02,00:47:28
trauma,a1 13991 osdorper ban amsterdam 369,Traumaheli naar Osdorper Ban in Amsterdam,2024-01-02,00:41:20
brandweer,p 2 bon-01 stormschade ir. molsweg arnhem 073731,Stormschade op Ir. Molsweg in Arnhem,2024-01-02,01:20:07
brandweer,p 1 bdh-03 br woning pauwhof rijswijk zh 155550 155530 155630 159591,Woningbrand op Pauwhof in Rijswijk,2024-01-02,01:19:01
brandweer,p 2 bmd-01 ass. ambu til assistentie marter huizen 141331,Brandweer met gepaste spoed naar Marter in Huizen  tilassistentie ambulance,2024-01-02,01:13:35
brandweer,p 1 br wegvervoer auto kruiskamp amersfoort 090133,Voertuigbrand op Kruiskamp in Amersfoort,2024-01-02,01:11:31
brandweer,p 1 bob-01 ongeval gaslekkage binnen edisonstraat 's-hertogenbosch 212031,Gaslek op Edisonstraat in Den Bosch,2024-01-02,01:10:40
brandweer,p 1 steekpartij stadhouderskade amsterdam,Steekpartij op Stadhouderskade in Amsterdam,2024-01-02,01:05:30
brandweer,p 2 bdh-01 br container kazerne oosterheem olof palmelaan zoetermeer 155330,Buitenbrand (container) op Olof Palmelaan in Zoetermeer,2024-01-02,01:04:57
brandweer,p 1 bad-01 br wegvervoer scooter willem roelofsstraat amsterdam 132631,Voertuigbrand op Willem Roelofsstraat in Amsterdam,2024-01-02,00:54:25
politie,graag contact oc apeldoorn 860,Politie naar Apeldoorn,2024-01-02,01:24:37
politie,1 explosie herautpad schiedam,Politie naar Herautpad in Schiedam,2024-01-02,00:53:33
brandweer,p 2 bon-04 grote br br woning duplexwoning thorbeckestraat dieren 075081,Woningbrand op Thorbeckestraat in Dieren,2024-01-02,02:37:20
brandweer,p 1 bon-04 br woning thorbeckestraat dieren 075141,Woningbrand op Thorbeckestraat in Dieren,2024-01-02,02:37:20
brandweer,p 1 bon-04 grote br br woning duplexwoning thorbeckestraat dieren 073651,Woningbrand op Thorbeckestraat in Dieren,2024-01-02,02:36:31
brandweer,p 2 intrekken alarm brw oms brandmelding penitentiaire inrichting de karelskamp bornsestraa almelo,Automatisch brandalarm in Almelo,2024-01-02,02:34:16
brandweer,p 2 bon-02 oms brandmelding penitentiaire inrichting de karelskamp bornsestraa almelo 053131,Automatisch brandalarm in Almelo,2024-01-02,02:33:20
brandweer,p 1 bdh-03 oms brandmelding grand hotel amrath kurhaus gevers deynootplein 's-gravenhage 157130,Automatisch brandalarm op Gevers Deynootplein in Den Haag,2024-01-02,02:27:20
brandweer,p 1 bad-01 br wegvervoer auto dekamarkt ijdoornlaan amsterdam 139232,Voertuigbrand op IJdoornlaan in Amsterdam,2024-01-02,02:25:48
brandweer,p 2 bnh-01 arbeidshygiene kazerne beverwijk west 121205 121586 121283,Brandweer met gepaste spoed naar Beverwijk,2024-01-02,02:18:59
brandweer,p 1 bon-04 grote br br woning duplexwoning thorbeckestraat dieren 072781,Woningbrand op Thorbeckestraat in Dieren,2024-01-02,02:17:33
brandweer,p 1 bon-05 br buiten boeltjesgraaf culemborg 087331,Buitenbrand op Boeltjesgraaf in Culemborg,2024-01-02,02:17:12
brandweer,p 1 bon-04 grote br br woning duplexwoning thorbeckestraat dieren 063961,Woningbrand op Thorbeckestraat in Dieren,2024-01-02,02:17:01
brandweer,p 1 bon-04 grote br br woning duplexwoning thorbeckestraat dieren 073097 079395 079129 079036,Woningbrand op Thorbeckestraat in Dieren,2024-01-02,02:16:44
brandweer,p 1 bon-04 middel br br woning thorbeckestraat dieren 075151,Woningbrand op Thorbeckestraat in Dieren,2024-01-02,02:06:59
brandweer,p 1 bon-04 middel br br woning thorbeckestraat dieren 075096 079391 075731,Woningbrand op Thorbeckestraat in Dieren,2024-01-02,02:06:27
brandweer,p 1 bob-01 reanimatie van mellincrodestraat oirschot 223881,Assistentie bij reanimatie op van Mellincrodestraat in Oirschot,2024-01-02,02:02:27
brandweer,"p 2 brt-03 br buiten a20 li 26,1 schiedam 170431",Buitenbrand op A20 in Schiedam,2024-01-02,02:01:35
brandweer,p 1 intrekken alarm brw br wegvervoer auto parallelweg rotterdam,Voertuigbrand op Parallelweg in Rotterdam,2024-01-02,02:01:26
brandweer,p 1 brt-01 br wegvervoer auto hilledwarsstraat rotterdam 170631,Voertuigbrand op Hilledwarsstraat in Rotterdam,2024-01-02,02:01:26
brandweer,p 1 brt-02 br wegvervoer auto parallelweg rotterdam 173431,Voertuigbrand op Parallelweg in Rotterdam,2024-01-02,02:00:46
brandweer,p 1 bnh-01 br wegvervoer auto lindberghstraat beverwijk 122362,Voertuigbrand op Lindberghstraat in Beverwijk,2024-01-02,01:58:20
brandweer,p 1 bnh-01 br wegvervoer lindberghstraat beverwijk 121537,Voertuigbrand op Lindberghstraat in Beverwijk,2024-01-02,01:58:20
brandweer,p 2 bzb-01 co-melder vakantiepark beach resort zeedijk nieuwvliet 198631,Brandweer met gepaste spoed naar Zeedijk in Nieuwvliet,2024-01-02,01:56:44
brandweer,p 1 bad-01 br woning olmenweg amsterdam 133551 133531 133131,Woningbrand op Olmenweg in Amsterdam,2024-01-02,01:54:25
brandweer,p 1 bon-03 reanimatie vredenburgstraat westervoort 073680,Assistentie bij reanimatie op Vredenburgstraat in Westervoort,2024-01-02,01:52:20
brandweer,p 1 bmd-01 reanimatie afhijsen gooiergracht laren nh 147051,Assistentie bij reanimatie op Gooiergracht in Laren,2024-01-02,01:50:07
brandweer,p 1 bmd-01 reanimatie gooiergracht laren nh 142331,Assistentie bij reanimatie op Gooiergracht in Laren,2024-01-02,01:50:07
brandweer,p 1 bon-02 br wegvervoer auto gelderseplein arnhem 073731,Voertuigbrand op Gelderseplein in Arnhem,2024-01-02,01:41:39
brandweer,p 2 bad-02 br wegvervoer scooter brug0681 amsterdam 132531,Voertuigbrand in Amsterdam,2024-01-02,01:41:30
politie,bel ovd-oc 1018,Politie,2024-01-02,02:23:54
politie,"1 ongeval wegvervoer letsel afrit a20 li - schiedam-noord 10 24,0 c schiedam icnum 3190",Politie naar A20 in Schiedam voor ongeval met letsel,2024-01-02,02:12:31
politie,graag contact oc on 844,Politie,2024-01-02,01:41:06
trauma,a1 dia 13991 hemkade zaandam 388 regio 11,Traumaheli naar Hemkade in Zaandam,2024-01-02,02:32:38
brandweer,p 2 brt-04 br buiten molendijk numansdorp 185531,Buitenbrand op Molendijk in Numansdorp,2024-01-02,03:13:14
brandweer,p 1 bdh-04 br logies grand hotel amrath kurhaus gevers deynootplein 's-gravenhage 157150 157130 157230 159591,Brandweer met spoed naar Gevers Deynootplein in Den Haag,2024-01-02,03:06:33
