Discipline,Titel,Beschrijving,Publicatiedatum,Publicatietijd
brandweer,p 2 bad-07 brandgerucht betreft: oms hourglass amsterdam parnassusweg amsterdam 133231,Brandgerucht op Parnassusweg in Amsterdam,2023-11-01,12:08:31
brandweer,p 1 bad-06 reanimatie gieterij amsterdam 133131,Assistentie bij reanimatie op Gieterij in Amsterdam,2023-11-01,12:07:33
politie,"aanrijding letsel n342 li - provinciale rondweg 57,1 oldenzaal 686980",Politie naar N342 in Oldenzaal voor ongeval met letsel,2023-11-01,12:15:08
politie,prio 1 n455 - hoogeveenseweg boskp ongeval wegvervoer letsel,Ongeval met letsel op Hoogeveenseweg in Boskoop,2023-11-01,12:11:07
politie,2 ongeval wegvervoer materieel hofplein rotterdam icnum 587372,Politie naar Hofplein in Rotterdam voor Ongeval Wegvervoer Materieel,2023-11-01,12:10:24
brandweer,spoedambu,Geen beschrijving beschikbaar,2023-11-01,12:30:14
brandweer,p 1 bnn-03 br wegvervoer auto de draei heeg 025632,Geen beschrijving beschikbaar,2023-11-01,12:28:23
brandweer,p 2 bdh-03 stormschade onyxhorst 's-gravenhage 159630,Geen beschrijving beschikbaar,2023-11-01,12:28:07
brandweer,graag contact mkon.,Brandweer,2023-11-01,12:21:12
brandweer,p 1 bdh-01 oms brandmelding world europol garage johan de wittlaan 's-gravenhage 157130,Automatisch brandalarm op Johan de Wittlaan in Den Haag,2023-11-01,12:21:07
politie,aanrijding letsel looierstraat gulpen,Politie naar Looierstraat in Gulpen voor ongeval met letsel,2023-11-01,12:24:07
politie,"aanrijding letsel n229 - graaf van lynden van sandenburgweg,1 cothen",Politie naar Graaf van Lynden van Sandenburgweg in Cothen voor ongeval met letsel,2023-11-01,12:21:35
trauma,a1 13991 kuyperlaan 1412 naarden 98160 regio 14,Geen beschrijving beschikbaar,2023-11-01,12:29:01
brandweer,p 1 bnh-04 buitensluiting kolonelsdiep zaandam 118052,Geen beschrijving beschikbaar,2023-11-01,12:37:50
brandweer,p 1 bnn-04 br bijgebouw brikstraat harlingen 027393 024631,Brand in bijgebouw op Brikstraat in Harlingen,2023-11-01,12:35:22
brandweer,p 1 bnh-04 buitensluiting kolonelsdiep zaandam 118034,Brandweer met spoed naar Kolonelsdiep in Zaandam,2023-11-01,12:34:35
brandweer,p 2 bdh-05 co-melder middelstegracht leiden 164130,Brandweer met gepaste spoed naar Middelstegracht in Leiden,2023-11-01,12:34:10
brandweer,p 1 bmd-01 hv overig gaslekkage binnen j.t.p. bijhouwerstraat almere 254091 254132 254133,Gaslek op J.T.P. Bijhouwerstraat in Almere,2023-11-01,12:34:02
politie,prio 1 plesmanlaan ehrenfestweg leiden ongeval wegvervoer letsel,Ongeval met letsel op Plesmanlaan in Leiden,2023-11-01,12:36:05
trauma,a1 ambu 08993 - alkmaar duivelandstraat rit 285273,Traumaheli naar Duivelandstraat in Alkmaar,2023-11-01,12:36:08
trauma,a1 ambu 17992 johan frisostraathj zoeterwoude zoetwd bon 153263,Traumaheli naar Johan Frisostraat in Zoeterwoude,2023-11-01,12:30:26
brandweer,p 2 bdh-04 brandgerucht julialaantje rijswijk zh 157630 159660,Geen beschrijving beschikbaar,2023-11-01,12:48:39
brandweer,p 3 brt-07 geplande actie hovd-b wilhelminakade telefoonstoring stedin rotterdam 179091,Brandweer zonder spoed naar Wilhelminakade in Rotterdam,2023-11-01,12:48:37
brandweer,p 1 brt-05 oms handmelder hotel het spui havendam rhoon 173231,Automatisch brandalarm (handmelder) op Havendam in Rhoon,2023-11-01,12:46:07
brandweer,p 1 400334 letsel bredaseweg etten-leur,Ongeval met letsel op Bredaseweg in Etten-Leur,2023-11-01,12:44:41
brandweer,p 1 brt-01 stank/hind. lucht gaslucht binnen stationsstraat vlaardingen 179233 179191,Gaslucht op Stationsstraat in Vlaardingen,2023-11-01,12:44:20
brandweer,u bent niet langer actief in de functie piket_brw_hoofdofficier 1.,Brandweer,2023-11-01,12:42:52
brandweer,u bent nu actief in de functie piket_brw_hoofdofficier 1.,Brandweer,2023-11-01,12:42:52
brandweer,p 2 blb-01 dier in problemen via raeka weert 234111,Dier in problemen in Weert,2023-11-01,12:41:48
politie,1 ongeval wegvervoer letsel gordelweg rotterdam icnum 587440,Politie naar Gordelweg in Rotterdam voor ongeval met letsel,2023-11-01,12:48:05
politie,1 ongeval wegvervoer letsel oostplein rotterdam icnum 587439,Politie naar Oostplein in Rotterdam voor ongeval met letsel,2023-11-01,12:47:17
politie,1 ongeval wegvervoer letsel dantestraat rotterdam icnum 587434,Geen beschrijving beschikbaar,2023-11-01,12:44:00
politie,graag contact meldkamer politie ivm gms 959,Politie,2023-11-01,12:42:42
politie,prio 1 kamperfoeliestraat sgravh ongeval wegvervoer letsel,Ongeval met letsel op Kamperfoeliestraat in Den Haag,2023-11-01,12:39:46
trauma,a1 dia 13991 duivelandstraat alkmaar 98165 regio 10,Traumaheli naar Duivelandstraat in Alkmaar,2023-11-01,12:41:37
brandweer,svp telefonisch contact mkob,Brandweer,2023-11-01,13:08:23
brandweer,p 1 bnh-20 oms brandmelding terminal 1 rinse hofstraweg schiphol 129230,Automatisch brandalarm op Rinse Hofstraweg in Schiphol,2023-11-01,13:08:03
brandweer,p 2 let op oefening!! bad-01 br industrie eurotank terminals amsterdam van riebeeckhavenweg amsterdam 138861 138831,Brandweer met gepaste spoed naar Van Riebeeckhavenweg in Amsterdam  dit betreft een oefening,2023-11-01,13:07:05
brandweer,p 1 bdh-03 ass. ambu regentesselaan 's-gravenhage 157830,Brandweer met spoed naar Regentesselaan in Den Haag,2023-11-01,13:05:42
brandweer,p 2 intrekken alarm brw br gerucht distributiecentrum plus keltenweg oss,Brandgerucht op Keltenweg in Oss,2023-11-01,13:02:35
brandweer,p 1 400353 letsel markt etten-leur,Ongeval met letsel op Markt in Etten-Leur,2023-11-01,13:01:18
brandweer,p 1 bdh-02 ongeval gaslekkage binnen vinkenlaan delft 155550 155530 159591,Gaslek op Vinkenlaan in Delft,2023-11-01,13:00:26
brandweer,p 2 bon-04 ass. ambu tilassistentie brullenweide westervoort 073631,Assistentie ambulance op Brullenweide in Westervoort,2023-11-01,12:59:22
brandweer,p 2 bob-01 br gerucht distributiecentrum plus keltenweg oss 212741,Brandgerucht op Keltenweg in Oss,2023-11-01,12:58:33
brandweer,p 2 bon-02 liftopsluiting veldhoflanden enschede 054131,Assistentie bij liftopsluiting op Veldhoflanden in Enschede,2023-11-01,12:55:35
brandweer,p 2 brt-07 brandgerucht schinkelse baan capelle aan den ijssel 171031,Brandgerucht op Schinkelse Baan in Capelle Aan Den Ijssel,2023-11-01,12:53:58
brandweer,u bent niet langer actief in de functie ac-bz piket.,Brandweer,2023-11-01,12:50:52
brandweer,u bent nu actief in de functie ac-bz piket.,Brandweer,2023-11-01,12:50:50
brandweer,p 1 bon-01 oms brandmelding voorthuis woonzorgcentrum het goudkamp voorthuizen 071441,Automatisch brandalarm in Voorthuizen,2023-11-01,12:50:16
politie,1 ongeval wegvervoer letsel spinozaweg rotterdam icnum 587478,Politie naar Spinozaweg in Rotterdam voor ongeval met letsel,2023-11-01,13:06:39
politie,graag contact oc apeldoorn gms 959,Geen beschrijving beschikbaar,2023-11-01,12:53:01
trauma,a1 13991 13105 monnetflat uithoorn 98174 98175,Traumaheli naar Monnetflat in Uithoorn,2023-11-01,13:05:25
trauma,a1 dia: ja ambu 17992 trompstraatjw zoetermeer zoetmr bon 153284,Traumaheli naar Trompstraat in Zoetermeer,2023-11-01,12:53:50
brandweer,p 1 bdh-05 br woning okkernootstraat 's-gravenhage 157750 159631 157830 159592,Woningbrand op Okkernootstraat in Den Haag,2023-11-01,13:43:22
brandweer,p 1 bzb-02 br woning schoorsteen jan karsstraat oostburg 196530 196550,Woningbrand op Jan Karsstraat in Oostburg,2023-11-01,13:42:28
brandweer,p 1 bdh-04 oms brandmelding world europol garage johan de wittlaan 's-gravenhage 157230,Automatisch brandalarm op Johan de Wittlaan in Den Haag,2023-11-01,13:42:14
brandweer,p 2 stormschade autoweg rhenen 098052,Stormschade op Autoweg in Rhenen,2023-11-01,13:41:05
brandweer,p 1 blb-03 ongeval wegvervoer heerstraat noord stein 243371 243591 244531,Ongeval op Heerstraat Noord in Stein,2023-11-01,13:40:49
brandweer,p 1 400401 ongeval water oosterhoutseweg teteringen,Waterongeval op Oosterhoutseweg in Teteringen,2023-11-01,13:38:30
brandweer,"p 1 blb-02 br wegvervoer auto n300 re - ring parkstad 14,8 landgraaf 243891 244241 244441",Voertuigbrand op N300 in Landgraaf,2023-11-01,13:37:27
brandweer,p 2 brt-06 ongeval obs de plevier plevier hoogvliet rotterdam 172231,Ongeval op Plevier in Hoogvliet Rotterdam,2023-11-01,13:34:20
brandweer,graag contact caco gmk den haag,Brandweer naar Den Haag,2023-11-01,13:32:57
brandweer,p 2 bzb-01 oms brandmelding juvent prinses maximastraat middelburg 194530,Automatisch brandalarm op Prinses Maximastraat in Middelburg,2023-11-01,13:30:24
brandweer,prio 1 afrit a4 re - den hoorn 13 schild ongeval letsel,Ongeval met letsel op A4,2023-11-01,13:27:48
brandweer,p 2 bnn-03 brandgerucht friesland campina verlaatsterweg gerkesklooster 024531,Brandgerucht op Verlaatsterweg in Gerkesklooster,2023-11-01,13:26:54
brandweer,p 2 bad-02 ass. ambu weegbreestraat amsterdam 133131,Brandweer met gepaste spoed naar Weegbreestraat in Amsterdam,2023-11-01,13:26:41
brandweer,spoedambu,Brandweer,2023-11-01,13:25:14
brandweer,p 2 bad-02 ass. ambu afhijsen weegbreestraat amsterdam 133151 132131,Assistentie ambulance voor afhijsen patiënt op Weegbreestraat in Amsterdam,2023-11-01,13:24:37
brandweer,gaarne contact mkb,Brandweer,2023-11-01,13:22:48
brandweer,p 1 brt-02 oms handmelder stadklooster dordt vriesestraat dordrecht 186532,Automatisch brandalarm (handmelder) op Vriesestraat in Dordrecht,2023-11-01,13:13:46
politie,aanrijding letsel heerstraat noord stein,Politie naar Heerstraat Noord in Stein voor ongeval met letsel,2023-11-01,13:40:49
politie,aanrijding letsel intratuin schuilenburgsingel almelo 687147,Geen beschrijving beschikbaar,2023-11-01,13:28:05
politie,graag contact oc apeldoorn nr:132,Politie naar Apeldoorn,2023-11-01,13:21:33
politie,aanrijding letsel europaplein deventer 687119,Politie naar Deventer voor ongeval met letsel,2023-11-01,13:20:02
politie,svp contact mka,Politie  voor contact met de meldkamer opnemen,2023-11-01,13:13:25
brandweer,p 1 brt-01 br woning van beethovenlaan maassluis 170251 170231 170232,Woningbrand op Van Beethovenlaan in Maassluis,2023-11-01,13:52:26
brandweer,"prio 4 a4 li 59,0 schild eigen initiatief",Brandweer naar A4 in Schipluiden,2023-11-01,13:52:08
brandweer,p 2 contact mkb bvd hoofdkantoor vrzw prins bernhardplein zaandam,Brandweer met gepaste spoed naar Prins Bernhardplein in Zaandam,2023-11-01,13:45:42
politie,aanrijding letsel koninginnelaan apeldoorn 687172,Politie naar Koninginnelaan in Apeldoorn voor ongeval met letsel,2023-11-01,13:54:10
politie,ongeval/wegvervoer/letsel prio 1 groningen duinkerkenbrug winschoterweg,Ongeval met letsel op Winschoterweg in Groningen,2023-11-01,13:50:59
politie,contact ovd-oc svp,Politie,2023-11-01,13:50:20
politie,ongeval wegvervoer letsel keukenconcurrent engelsewegak helmond,Politie naar Engelseweg in Helmond voor ongeval met letsel,2023-11-01,13:46:08
brandweer,p 2 bon-02 br nacontrole de veste doesburg 075431,Nacontrole op De Veste in Doesburg,2023-11-01,14:16:26
brandweer,p 2 bon-02 br nacontrole de veste doesburg 075731,Nacontrole op De Veste in Doesburg,2023-11-01,14:14:44
brandweer,p 2 bnh-02 ass. ambu zwarteweg zandvoort 12zvt,Brandweer met gepaste spoed naar Zandvoort,2023-11-01,14:12:55
brandweer,p 1 ongeval wegvervoer letsel kazernepad amstelveen,Ongeval met letsel in Amstelveen,2023-11-01,14:12:52
brandweer,graag hefbrug waddinxveen vrij houden,Brandweer naar Waddinxveen,2023-11-01,14:12:33
brandweer,graag hefbrug boskoop vrij houden,Brandweer naar Boskoop,2023-11-01,14:12:12
brandweer,p 1 bdh-06 br woning schoorsteen c. huygenslaan waddinxveen 163152 169194 162260 163830 163131,Woningbrand op C. Huygenslaan in Waddinxveen,2023-11-01,14:12:11
brandweer,p 1 ongeval wegvervoer letsel plesmanlaan amsterdam,Ongeval met letsel op Plesmanlaan in Amsterdam,2023-11-01,14:12:01
brandweer,p 2 brt-01 br woning ovd-b van beethovenlaan maassluis 179191,Geen beschrijving beschikbaar,2023-11-01,14:11:39
brandweer,p 2 weeralarm wind weercode geel regio zuid limburg maastricht,Brandweer met gepaste spoed naar Maastricht,2023-11-01,14:11:07
brandweer,p 2 weeralarm weercode geel wind regio limburg noord venlo,Brandweer met gepaste spoed naar Venlo,2023-11-01,14:10:55
brandweer,p 3 bnh-13 oefening br scheepvaart basisweg velsen-noord 122340 122430,Scheepvaartbrand op Basisweg in Velsen-Noord,2023-11-01,14:10:14
brandweer,p 1 bdh-03 oms brandmelding parnassia loc. monsterseweg monsterseweg 's-gravenhage 156730,Automatisch brandalarm op Monsterseweg in Den Haag,2023-11-01,14:07:57
brandweer,p 2 bob-01 dienstverlening gaslucht binnen elbestraat veghel 213931,Gaslucht op Elbestraat in Veghel,2023-11-01,14:06:59
brandweer,p 1 400443 letsel professor cobbenhagenlaan tilburg,Ongeval met letsel op Professor Cobbenhagenlaan in Tilburg,2023-11-01,14:06:21
brandweer,p 2 brt-02 liftopsluiting cargadoorskade rotterdam 173431,Assistentie bij liftopsluiting op Cargadoorskade in Rotterdam,2023-11-01,14:04:18
brandweer,svp contact meldkamer brandweer ongeval wegvervoer ovd-bz heerstraat noord stein,Brandweer naar Heerstraat Noord in Stein voor ongeval,2023-11-01,14:03:54
brandweer,p 1 bon-01 br bijgebouw keet/hok/schuurtje johannes bosboomstraat deventer 042830,Brand in bijgebouw op Johannes Bosboomstraat in Deventer,2023-11-01,14:00:18
brandweer,p 2 bdh-01 co-melder burgemeester van wichenlaan oude wetering 162031,Brandweer met gepaste spoed naar Burgemeester van Wichenlaan in Oude Wetering,2023-11-01,14:00:14
politie,graag contact opco oc,Politie,2023-11-01,14:18:05
politie,"ongeval/wegvervoer/letsel prio 1 wijnaldum a31 re - waadseewei 19,5",Ongeval met letsel op A31 in Wijnaldum,2023-11-01,14:16:54
politie,graag contact oc gms230,Politie,2023-11-01,14:08:25
trauma,a1 dia 13991 boy edgarlaan beverwijk 98191 regio 12,Traumaheli naar Boy Edgarlaan in Beverwijk,2023-11-01,14:03:33
brandweer,p 1 bon-03 br woning revelingseweg wapenveld 061341,Geen beschrijving beschikbaar,2023-11-01,14:32:24
brandweer,p 2 bdh-04 stank/hind. lucht binnen pinterzijde zoetermeer 155330,Brandweer met gepaste spoed naar Pinterzijde in Zoetermeer,2023-11-01,14:31:11
brandweer,p 1 bmd-01 persoon te water vreelandseweg nederhorst den berg 142811 091311 142091 142832 142631,Geen beschrijving beschikbaar,2023-11-01,14:30:34
brandweer,p 2 brt-03 liftopsluiting stn gorinchem spoor 1 821 gorinchem 188131,Assistentie bij liftopsluiting in Gorinchem,2023-11-01,14:30:25
brandweer,p 1 brt-02 br woning hollandsestraat ridderkerk 173751 173831 170331,Woningbrand op Hollandsestraat in Ridderkerk,2023-11-01,14:25:52
brandweer,p 1 bon-01 br bijgebouw tbo keet/hok/schuurtje johannes bosboomstraat deventer 041000,Brand in bijgebouw op Johannes Bosboomstraat in Deventer,2023-11-01,14:23:57
brandweer,p 2 bdh-02 oms brandmelding berkhout berkhoutlaan lisse 161130,Automatisch brandalarm op Berkhoutlaan in Lisse,2023-11-01,14:22:24
brandweer,intrekken alarm brw br nacontrole de veste doesburg 075431,Nacontrole op De Veste in Doesburg,2023-11-01,14:21:44
politie,persoon te water vreelandseweg nederhorst den berg,Politie naar Vreelandseweg in Nederhorst Den Berg voor Persoon te water,2023-11-01,14:30:22
politie,ongeval wegvervoer letsel oirschotsedijk eindhoven,Politie naar Oirschotsedijk in Eindhoven voor ongeval met letsel,2023-11-01,14:23:05
trauma,a1 13991 diependaalselaan 1215 hilversum 98197 / regio 14,Geen beschrijving beschikbaar,2023-11-01,14:21:54
trauma,a1 13991 diependaalselaan hilversum 98197,Traumaheli naar Diependaalselaan in Hilversum,2023-11-01,14:21:40
brandweer,p 1 bzb-01 reanimatie jacob van lennepstraat terneuzen 196650,Assistentie bij reanimatie op Jacob van Lennepstraat in Terneuzen,2023-11-01,14:41:44
brandweer,p 2 br gerucht diakonessenhuis utrecht bouwdeel q bosboomstraat utrecht 094631,Geen beschrijving beschikbaar,2023-11-01,14:40:09
brandweer,p 1 bnh-02 ass. ambu afhijsen leliestraat volendam 118051 112031,Geen beschrijving beschikbaar,2023-11-01,14:37:14
brandweer,p 1 ongeval wegvervoer letsel burgemeester roellstraat amsterdam,Ongeval met letsel op Burgemeester Röellstraat in Amsterdam,2023-11-01,14:37:10
brandweer,intrekken alarm brw br woning revelingseweg wapenveld,Woningbrand op Revelingseweg in Wapenveld,2023-11-01,14:34:53
brandweer,p 1 persoon te water vreelandseweg nederhorst den berg 094411,Persoon te water op Vreelandseweg in Nederhorst Den Berg,2023-11-01,14:33:07
politie,graag contact oc apeldoorn gms 167,Politie naar Apeldoorn,2023-11-01,14:38:22
politie,graag contact oc apeldoorm gms167,Politie,2023-11-01,14:34:37
politie,u bent niet langer actief in de functie ovd-p copi piket.,Politie,2023-11-01,14:33:52
politie,u bent nu actief in de functie ovd-p copi piket.,Politie,2023-11-01,14:33:52
brandweer,"prio 4 afrit n14 re - haagse hout 10,7 c wassnr wegverkeer verkeersstremming soort stremming: pechgeval",Brandweer naar Wassenaar,2023-11-01,14:52:41
brandweer,p 2 bnh-01 br buiten met gev. stof milaanstraat lijnden 121221 139232,Buitenbrand op Milaanstraat in Lijnden,2023-11-01,14:52:26
brandweer,p 2 bon-11 stank/hind. lucht gaslucht buiten stopsdijk almen 064331,Gaslucht op Stopsdijk in Almen,2023-11-01,14:50:52
brandweer,p 1 brt-02 br woning portiekwoning hollandsestraat ridderkerk 179201,Woningbrand op Hollandsestraat in Ridderkerk,2023-11-01,14:44:56
politie,aanrijding letsel n748 - vriezenveenseweg geesteren ov 687330,Politie naar Vriezenveenseweg in Geesteren voor ongeval met letsel,2023-11-01,14:50:22
politie,aanrijding letsel het overloon heerlen,Politie naar Het Overloon in Heerlen voor ongeval met letsel,2023-11-01,14:45:12
politie,aanrijding letsel herenvennenweg weert,Politie naar Herenvennenweg in Weert voor ongeval met letsel,2023-11-01,14:44:46
brandweer,p 1 bdh-02 reanimatie stationsstraat pijnacker 155430,Assistentie bij reanimatie op Stationsstraat in Pijnacker,2023-11-01,15:02:55
brandweer,p 1 bnh-03 brandgerucht -x- lobeliusstraat zaandam 118034,Brandgerucht op Lobeliusstraat in Zaandam,2023-11-01,15:02:42
brandweer,p 1 bdh-01 oms brandmelding hmc westeinde lijnbaan 's-gravenhage 157830,Automatisch brandalarm op Westeinde in Den Haag,2023-11-01,15:02:18
brandweer,p 1 bnn-03 ass. ambu afhijsen borgerspark veendam 012550 012531,Assistentie ambulance voor afhijsen patiënt op Borgerspark in Veendam,2023-11-01,15:01:46
brandweer,p 1 blb-01 ongeval gaslekkage buiten grootgenhouterstraat beek li 243591 244231,Gaslek op Grootgenhouterstraat in Beek,2023-11-01,14:59:54
brandweer,p 2 bnn-01 co-melder douwe egberts leeuwarderweg joure 025793 degberts,Brandweer met gepaste spoed naar Leeuwarderweg in Joure,2023-11-01,14:57:24
brandweer,ovd-bz graag telefonisch contact caco,Brandweer,2023-11-01,14:54:07
politie,shofpad berkel-enschot,Geen beschrijving beschikbaar,2023-11-01,15:10:08
politie,aanrijding letsel prinses julianastraat ommen 687373,Politie naar Prinses Julianastraat in Ommen voor ongeval met letsel,2023-11-01,15:06:02
politie,aanrijding letsel woonhuis eemnesserweg baarn,Politie naar Eemnesserweg in Baarn voor ongeval met letsel,2023-11-01,15:03:42
politie,prio 1 tournooiveld sgravh ongeval wegvervoer letsel,Ongeval met letsel op Tournooiveld in Den Haag,2023-11-01,15:02:18
brandweer,p 2 bnn-04 dienstverlening de horst beerta 012934,Brandweer met gepaste spoed naar Beerta,2023-11-01,15:26:20
brandweer,p 1 400560 letsel post nl sorteercentrum post nl sorteercentrum steltbeemd breda,Geen beschrijving beschikbaar,2023-11-01,15:24:40
brandweer,p 1 400560 letsel post nl sorteercentrum post nl sorteercentrum steltbe,Brandweer met spoed voor ongeval met letsel,2023-11-01,15:24:40
brandweer,p 1 brt-02 br woning portiekwoning hollandsestraat ridderkerk 170331 173751,Geen beschrijving beschikbaar,2023-11-01,15:20:52
brandweer,"prio 1 a12 li 24,0 waddxv brand wegvervoer vrachtwagen",Brandweer met spoed naar A12 in Waddinxveen  rijksweg a12,2023-11-01,15:19:29
brandweer,graag hefbrug boskoop vrij houden,Brandweer naar Boskoop,2023-11-01,15:19:12
brandweer,"p 1 bdh-01 br wegvervoer vrachtauto a12 li 24,0 waddinxveen 162260 163131",Voertuigbrand op A12 in Waddinxveen,2023-11-01,15:19:07
brandweer,dienstdoende bevelvoerder graag tel contact mkb douwe egberts,Brandweer,2023-11-01,15:18:01
brandweer,p 2 bnh-04 ongeval gaslekkage buiten broekbergenlaan santpoort-noord 122540,Gaslek op Broekbergenlaan in Santpoort-Noord,2023-11-01,15:17:14
brandweer,p 2 bmd-02 ass. ambu afhijsen vissersstraat huizen 147053 147036,Assistentie ambulance voor afhijsen patiënt op Vissersstraat in Huizen,2023-11-01,15:16:44
brandweer,test alarmering,Brandweer met spoed  test/oefening,2023-11-01,15:15:44
brandweer,p 1 brt-04 ongeval binnen tilassistentie gatsedijk maasdam 189491 186031,Assistentie ambulance op Gatsedijk in Maasdam,2023-11-01,15:10:08
brandweer,p 1 400537 letsel riddershofpad de kraan riddershofpad berkel-enschot,Geen beschrijving beschikbaar,2023-11-01,15:10:06
brandweer,p 1 400537 letsel riddershofpad de kraan ridder,Brandweer met spoed voor ongeval met letsel,2023-11-01,15:10:06
politie,emd breda,Geen beschrijving beschikbaar,2023-11-01,15:24:41
politie,ongeval/wegvervoer/letsel prio 1 westerbork molenweg,Ongeval met letsel op Molenweg in Westerbork,2023-11-01,15:21:35
politie,aanrijding letsel dorpsstraat woudenberg,Politie naar Dorpsstraat in Woudenberg voor ongeval met letsel,2023-11-01,15:19:18
politie,gaarne bellen met de politiemeldkamer te apeldoorn 687341,Politie naar Apeldoorn,2023-11-01,15:19:14
politie,aanrijding letsel inspecteur schreuderlaan soest,Politie naar Inspecteur Schreuderlaan in Soest voor ongeval met letsel,2023-11-01,15:18:29
politie,1 ongeval water prins johan frisohaven rotterdam icnum 587771,Politie naar Rotterdam voor waterongeval,2023-11-01,15:13:54
politie,gaarne bellen met de politie meldkamer te apeldoorn 687404,Politie naar Apeldoorn,2023-11-01,15:12:42
politie,aanrijding letsel boerendanserdijk zwolle 687346,Politie naar Boerendanserdijk in Zwolle voor ongeval met letsel,2023-11-01,15:12:01
brandweer,graag telefonisch contact mkb,Brandweer,2023-11-01,15:33:35
brandweer,graag telefonisch contact meldkamer brandweer.,Brandweer,2023-11-01,15:32:52
brandweer,p 2 bdh-04 oms brandmelding parkeergarage garenmarkt korevaarstraat leiden 164130,Automatisch brandalarm op Garenmarkt in Leiden,2023-11-01,15:32:22
brandweer,p 1 bdh-03 oms brandmelding hoofdkantoor a.n.w.b. wassenaarseweg 's-gravenhage 157230,Automatisch brandalarm op Wassenaarseweg in Den Haag,2023-11-01,15:32:05
brandweer,p 2 bzb-02 br nacontrole prinsenhove middelburg 194530,Geen beschrijving beschikbaar,2023-11-01,15:31:23
brandweer,p 1 bdh-02 reanimatie afhijsen hugo de vriesstraat leiden 164252 164230,Assistentie bij reanimatie op Hugo de Vriesstraat in Leiden,2023-11-01,15:29:01
politie,prio 1 emmy belinfantedreef sgravh ongeval wegvervoer letsel,Ongeval met letsel op Emmy Belinfantedreef in Den Haag,2023-11-01,15:33:18
brandweer,"p 1 bdh-05 br wegvervoer a4 li 30,6 leiderdorp 169192 159630 162233 162031",Voertuigbrand op A4 in Leiderdorp,2023-11-01,15:44:12
brandweer,"prio 4 a13 re 14,0 delft eigen initiatief",Brandweer naar A13 in Delft,2023-11-01,15:41:20
brandweer,p 1 bnh-05 reanimatie faunastraat wormer 118036,Assistentie bij reanimatie op Faunastraat in Wormer,2023-11-01,15:40:58
brandweer,prins clausbrug vrijhouden voor hulpdiensten,Brandweer,2023-11-01,15:40:03
brandweer,"prio 2 n11 re 19,1 bodegr wegverkeer afgevallen lading",Brandweer met gepaste spoed naar Bodegraven,2023-11-01,15:38:10
brandweer,p 3 bon-01 dier in problemen n301 re - berencamperweg nijkerk 071131,Dier in problemen op Berencamperweg in Nijkerk,2023-11-01,15:37:54
politie,prio 1 van gijnstraat visseringlaan rijszh ongeval wegvervoer letsel,Ongeval met letsel op van Gijnstraat in Rijswijk,2023-11-01,15:46:27
politie,ongeval/wegvervoer/letsel prio 1 drachten moleneind zz,Ongeval met letsel op Moleneind ZZ in Drachten,2023-11-01,15:46:07
politie,1 ongeval wegvervoer materieel matlingeweg rotterdam icnum 587829,Politie naar Matlingeweg in Rotterdam voor Ongeval Wegvervoer Materieel,2023-11-01,15:43:40
politie,bel oc 275506,Politie,2023-11-01,15:40:50
politie,aanrijding letsel van peltlaan nijmegen 687476,Politie naar van Peltlaan in Nijmegen voor ongeval met letsel,2023-11-01,15:39:29
brandweer,p 1 geplande actie 13-kazerne ijsbrand displaystraat amsterdam 132131,Brandweer met spoed naar Displaystraat in Amsterdam,2023-11-01,15:54:54
brandweer,"prio 1 a12 li 28,2 waddxv :",Brandweer met spoed naar A12 in Waddinxveen  rijksweg a12,2023-11-01,15:53:51
politie,ongeval/wegvervoer/letsel prio 1 gasselte houtvester jansenweg,Ongeval met letsel op Houtvester Jansenweg in Gasselte,2023-11-01,15:57:10
politie,"aanrijding letsel n275 re - ringbaan noord 31,7 weert",Politie naar N275 in Weert voor ongeval met letsel,2023-11-01,15:50:57
politie,"prio 1 a12 li 28,2 waddxv ongeval wegvervoer letsel",Ongeval met letsel op A12 in Waddinxveen,2023-11-01,15:49:42
trauma,ovdg graag contact mkann voor leeuwarden,Traumaheli naar Leeuwarden voor contact met de meldkamer opnemen,2023-11-01,15:51:12
brandweer,graag telefonisch contact meldkamer brandweer.,Brandweer,2023-11-01,16:19:25
brandweer,proefalarm,Brandweer met spoed,2023-11-01,16:19:12
brandweer,p 2 bnh-06 co-melder hasselaersplein haarlem 123030,Brandweer met gepaste spoed naar Hasselaersplein in Haarlem,2023-11-01,16:16:40
brandweer,p 1 bon-03 dv brw dotingastraat dedemsvaart 042336,Brandweer met spoed naar Dotingastraat in Dedemsvaart,2023-11-01,16:15:08
brandweer,p 2 brt-01 oms brandmelding maasveld herman costerstraat rotterdam 173431,Automatisch brandalarm op Herman Costerstraat in Rotterdam,2023-11-01,16:13:52
brandweer,prins clausbrug vrijhouden voor hulpdiensten,Brandweer,2023-11-01,16:10:25
brandweer,"prio 5 a4 li 46,8 sgravh aantreffen van",Brandweer voor oefening naar A4 in Den Haag,2023-11-01,16:08:01
brandweer,p 2 bnh-03 oms handmelder sportcomplex de meent bauerfeind terborchlaan alkmaar 104131,Automatisch brandalarm (handmelder) op Terborchlaan in Alkmaar,2023-11-01,16:05:33
brandweer,p 3 bon-02 dier op hoogte kieftskamp doetinchem 065331,Brandweer zonder spoed naar Kieftskamp in Doetinchem,2023-11-01,16:04:37
brandweer,p 2 bob-01 co-melder meting beek schijndel 213631,Brandweer met gepaste spoed naar Beek in Schijndel,2023-11-01,16:02:16
