Discipline,Titel,Beschrijving,Publicatiedatum,Publicatietijd
brandweer,p 2 bnh-02 co-melder 1e landdwarsstraat alkmaar 104131,Geen beschrijving beschikbaar,2023-10-31,20:08:17
brandweer,p 1 bad-02 ass. ambu deur openen jacob van arteveldestraat amsterdam 132431,Brandweer met spoed naar Jacob van Arteveldestraat in Amsterdam,2023-10-31,20:08:15
brandweer,p 1 bdh-02 oms brandmelding tabitha mozartlaan 's-gravenhage 159631,Automatisch brandalarm op Mozartlaan in Den Haag,2023-10-31,20:01:57
brandweer,p 2 contact ac aub bad-01 co-melder groot blankenberg amsterdam,Geen beschrijving beschikbaar,2023-10-31,19:58:01
brandweer,p 2 bon-01 rookmelder nieuwe maanderbuurtweg ede 072831,Rookmelder op Nieuwe Maanderbuurtweg in Ede,2023-10-31,19:57:38
politie,prio 1 hoofdstraat krimlk ongeval wegvervoer letsel,Ongeval met letsel op Hoofdstraat in Krimpen Aan De Lek,2023-10-31,20:10:10
politie,ggd-vpk gaarne contact oc apeldoorn 612,Politie naar Apeldoorn,2023-10-31,20:08:40
politie,1 ongeval wegvervoer letsel stad en landschap krimpen aan den ijss icnum 586394,Politie naar Stad en Landschap in Krimpen Aan Den Ijssel voor ongeval met letsel,2023-10-31,20:08:35
politie,"prio 1, man in het water, elb..",Politie met spoed,2023-10-31,20:01:35
politie,2 ongeval wegvervoer materieel strevelsweg rotterdam icnum 586382,Politie naar Strevelsweg in Rotterdam voor Ongeval Wegvervoer Materieel,2023-10-31,19:58:18
brandweer,p 2 bad-03 ass. ambu afhijsen woutertje pietersestraat amsterdam 139251 132431,Assistentie ambulance voor afhijsen patiënt op Woutertje Pietersestraat in Amsterdam,2023-10-31,20:20:14
brandweer,"p 2 bzb-01 stank/hind. lucht ags, ovd-b okkerlaak zevenbergen 203093 200021",Brandweer met gepaste spoed naar Okkerlaak in Zevenbergen,2023-10-31,20:18:24
brandweer,p 2 bnh-01 co-melder heijermansstraat zaandam 118034,Brandweer met gepaste spoed naar Heijermansstraat in Zaandam,2023-10-31,20:15:27
politie,"graag contact mka, dank u",Politie  voor contact met de meldkamer opnemen,2023-10-31,20:16:23
brandweer,neem contact op met rpa 2,Brandweer,2023-10-31,20:31:16
brandweer,p 2 bdh-03 brandgerucht haan n207 re - zegerbaan alphen aan den rijn 162233,Brandgerucht op N207,2023-10-31,20:29:03
brandweer,p 1 brt-02 br bijgebouw eigenhof overschiese kleiweg rotterdam 170531,Brand in bijgebouw op Overschiese Kleiweg in Rotterdam,2023-10-31,20:28:23
brandweer,graag contact opnemen ovdp zeeland 088-9638932,Brandweer naar Zeeland,2023-10-31,20:27:10
brandweer,p 2 bnh-03 br buiten klein belgie vijfhuizen 123130,Buitenbrand op Klein Belgie in Vijfhuizen,2023-10-31,20:26:20
brandweer,"p 1 brt-03 br wegvervoer auto a16 re 29,4 hendrik-ido-ambacht 170331",Voertuigbrand op A16 in Hendrik-Ido-Ambacht,2023-10-31,20:25:11
politie,graag contact oc apeldoorn gms 666,Politie naar Apeldoorn,2023-10-31,20:32:22
politie,graag contact oc apeldoorn 675,Politie naar Apeldoorn,2023-10-31,20:29:27
politie,incident aanrijding wild veldweg emst 685675,Politie naar Veldweg in Emst,2023-10-31,20:28:09
trauma,a1 mmt 13991 jacob van arteveldestraat amsterdam 97968,Traumaheli naar Jacob van Arteveldestraat in Amsterdam,2023-10-31,20:26:54
brandweer,"p 2 bzb-01 stank/hind. lucht ovd-bz ovd-b, ags okkerlaak zevenbergen",Brandweer met gepaste spoed naar Okkerlaak in Zevenbergen,2023-10-31,20:43:20
brandweer,p 1 brt-06 stank/hind. lucht gaslucht waterloostraat rotterdam 170931 179193,Gaslucht op Waterloostraat in Rotterdam,2023-10-31,20:42:22
brandweer,p 2 brt-05 br afval kazerne rozenburg laan van nieuw blankenburg rozenburg zh 171731,Afvalbrand op Laan van Nieuw Blankenburg in Rozenburg,2023-10-31,20:38:52
politie,"goedenavond, graag contact opco-oc",Politie,2023-10-31,20:41:07
brandweer,p 1 ongeval wegvervoer letsel diemerpolderweg diemen,Ongeval met letsel op Diemerpolderweg in Diemen,2023-10-31,20:56:19
brandweer,p 2 bad-02 liftopsluiting grubbehoeve amsterdam 134131,Assistentie bij liftopsluiting op Grubbehoeve in Amsterdam,2023-10-31,20:54:25
brandweer,ovd-bz mkz contact oc brandweer aub,Brandweer,2023-10-31,20:52:59
brandweer,p 2 bad-01 dienstverlening j.h.leopoldhof weesp 134151 134531,Brandweer met spoed naar J.H.Leopoldhof in Weesp,2023-10-31,20:48:03
brandweer,p 2 bzb-02 stank/hind. lucht meting lilahof tilburg 209432,Brandweer met gepaste spoed naar Lilahof in Tilburg,2023-10-31,21:11:30
brandweer,p 2 bnh-03 br buiten ovd-b klein belgie vijfhuizen 121292,Buitenbrand op Klein Belgie in Vijfhuizen,2023-10-31,21:07:10
brandweer,p 1 achtervolging louwesweg amsterdam,Brandweer met spoed naar Louwesweg in Amsterdam,2023-10-31,21:02:41
brandweer,p 1 bon-01 ass. ambu godfried bomansstraat tiel 088532,Brandweer met spoed naar Godfried Bomansstraat in Tiel,2023-10-31,21:01:53
brandweer,p 1 bon-01 ass. ambu afhijsen godfried bomansstraat tiel 088551,Assistentie ambulance voor afhijsen patiënt op Godfried Bomansstraat in Tiel,2023-10-31,21:01:53
brandweer,p 1 bad-03 pac brandmelding cj hendriks cacaoweg amsterdam 138861 138831,Automatisch brandalarm op Cacaoweg in Amsterdam,2023-10-31,20:59:50
politie,ongeval/wegvervoer/letsel prio 1 beilen 't spiek torenlaan,Geen beschrijving beschikbaar,2023-10-31,21:14:35
politie,prio 2 leidseweg leiden ongeval wegvervoer letsel,Ongeval met letsel op Leidseweg in Leiden,2023-10-31,21:13:57
politie,aanrijding letsel voor de kijkuit tiel 685757,Politie naar Voor de Kijkuit in Tiel voor ongeval met letsel,2023-10-31,21:08:46
brandweer,"prio 4 a12 re 10,9 zoetmr wegverkeer verkeersstremming",Brandweer naar A12 in Zoetermeer,2023-10-31,21:26:57
brandweer,p 2 bzb-03 co-melder hotel de blanke top boulevard de wielingen cadzand 196532,Brandweer met gepaste spoed naar Boulevard de Wielingen in Cadzand,2023-10-31,21:23:05
brandweer,p 2 br nacontrole blikseminslag achtersloot ijsselstein 098031,Nacontrole op Achtersloot in Ijsselstein,2023-10-31,21:22:24
brandweer,p 1 bob-02 dienstverlening gaslucht binnen jumbo supermarkt stationsstraat deurne 223231,Gaslucht op Stationsstraat in Deurne,2023-10-31,21:22:24
brandweer,p 1 intrekken alarm brw reanimatie gruttostraat strijen,Assistentie bij reanimatie op Gruttostraat in Strijen,2023-10-31,21:21:54
brandweer,p 2 bnh-01 co-melder verzorgingshuis kennemerduin herenweg heemstede 123540,Geen beschrijving beschikbaar,2023-10-31,21:20:41
brandweer,p 2 bon-02 liftopsluiting morgenzonweg winterswijk 066531,Assistentie bij liftopsluiting op Morgenzonweg in Winterswijk,2023-10-31,21:18:39
brandweer,p 1 brt-01 reanimatie inzet aed gruttostraat strijen 185931,Assistentie bij reanimatie op Gruttostraat in Strijen,2023-10-31,21:18:20
brandweer,p 2 contact mkb kazernecoordinator 12-kazerne heemstede nijverheidsweg heemstede,Brandweer met gepaste spoed naar Nijverheidsweg in Heemstede,2023-10-31,21:16:27
politie,graag contact mka nog,Politie  voor contact met de meldkamer opnemen,2023-10-31,21:20:07
brandweer,p 2 bon-01 br buiten hommelseweg onder de linden arnhem 073631,Buitenbrand op Hommelseweg in Arnhem,2023-10-31,21:34:09
brandweer,test test precom pagers,Geen beschrijving beschikbaar,2023-10-31,21:33:50
brandweer,p 3 proefalarm bennebroek 123630,Proefalarm in Bennebroek,2023-10-31,21:33:05
brandweer,p 2 bnh-02 co-melder westertuinen beverwijk 122230,Brandweer met gepaste spoed naar Westertuinen in Beverwijk,2023-10-31,21:31:07
brandweer,p 2 bdh-01 wateroverlast binnen hildebrandstraat 's-gravenhage 157630,Wateroverlast op Hildebrandstraat in Den Haag,2023-10-31,21:29:22
politie,piket gaarne contact oc rotterdam,Politie naar Rotterdam,2023-10-31,21:33:57
politie,bel oc 274544,Politie,2023-10-31,21:28:29
brandweer,p 1 brt-02 stank/hind. lucht gaslucht binnen prunuslaan ridderkerk 173831 179199,Gaslucht op Prunuslaan in Ridderkerk,2023-10-31,21:47:09
brandweer,p 2 bdh-02 wateroverlast binnen koediefstraat 's-gravenhage 157230,Wateroverlast op Koediefstraat in Den Haag,2023-10-31,21:46:52
brandweer,p 2 brt-01 liftopsluiting parkeergarage achterom achterom dordrecht 186532,Assistentie bij liftopsluiting op Achterom in Dordrecht,2023-10-31,21:44:57
trauma,a1 ambu 08993 - stadskanaal krommewijk,Traumaheli naar Krommewijk in Stadskanaal,2023-10-31,21:41:38
brandweer,p 2 bdh-02 wateroverlast binnen koediefstraat 's-gravenhage 157830,Geen beschrijving beschikbaar,2023-10-31,21:57:35
brandweer,p 1 bdh-03 ongeval wegvervoer statenlaan frederik hendriklaan 's-gravenhage 157770 157130 159591,Ongeval op Statenlaan in Den Haag,2023-10-31,21:56:03
politie,prio 1 statenlaan sgravh ongeval wegvervoer letsel,Geen beschrijving beschikbaar,2023-10-31,21:55:35
politie,prio 1 statenlaan frederik hendriklaan sgravh ongeval wegvervoer letsel,Ongeval met letsel op Statenlaan in Den Haag,2023-10-31,21:55:33
politie,aanrijding letsel westermeenweg harderwijk 685856,Politie naar Westermeenweg in Harderwijk voor ongeval met letsel,2023-10-31,21:54:22
politie,"graag contact mka, dank u",Politie  voor contact met de meldkamer opnemen,2023-10-31,21:49:59
brandweer,p 1 br wegvervoer auto lopikerweg oost lopik 092431,Voertuigbrand op Lopikerweg oost in Lopik,2023-10-31,22:13:53
brandweer,p 1 bnh-01 middel br br gebouw dak flamingo casino noorderkade alkmaar 106595 104132,Geen beschrijving beschikbaar,2023-10-31,22:13:26
brandweer,p 1 bnh-01 br gebouw dak flamingo casino noorderkade alkmaar 104151 104131,Gebouwbrand op Noorderkade in Alkmaar,2023-10-31,22:10:20
brandweer,p 1 bad-02 ass. politie deur openen vegastraat amsterdam 132131,Brandweer met spoed naar Vegastraat in Amsterdam  assistentie politie,2023-10-31,22:08:11
brandweer,p 2 bad-01 brandgerucht verpleeghuis het hoge heem wiegerbruinlaan uithoorn 135331,Brandgerucht op Wiegerbruinlaan in Uithoorn,2023-10-31,22:06:28
brandweer,p 1 bdh-01 ongeval wegvervoer laan van hoornwijck 's-gravenhage 155170 155630 159591,Ongeval op Laan van Hoornwijck in Den Haag,2023-10-31,22:04:54
brandweer,p 1 bnn-03 oms brandmelding veenkade afd.het wad verpl. kaap de goede hoop veendam 012531,Geen beschrijving beschikbaar,2023-10-31,22:04:03
brandweer,p 1 br woning keuken stadionlaan utrecht 094852,Woningbrand op Stadionlaan in Utrecht,2023-10-31,22:03:55
brandweer,p 1 br woning keuken stadionlaan utrecht 094631,Woningbrand op Stadionlaan in Utrecht,2023-10-31,22:03:55
brandweer,p 2 bnn-02 liftopsluiting hoofdstraat hoogezand 012133,Assistentie bij liftopsluiting op Hoofdstraat in Hoogezand,2023-10-31,22:03:46
brandweer,p 2 brt-03 co-melder van meekerenstraat rotterdam 170931,Brandweer met gepaste spoed naar Van Meekerenstraat in Rotterdam,2023-10-31,22:00:05
politie,schietpartij de ganzenhoedsterwr 's-hertogenbosch,Politie naar De Ganzenhoedster in Den Bosch voor schietpartij,2023-10-31,22:07:59
politie,u bent nu actief in de functie ovd-p copi piket.,Politie,2023-10-31,22:06:37
politie,u bent niet langer actief in de functie ovd-p copi piket.,Politie,2023-10-31,22:06:37
politie,prio 1 laan van hoornwijck sgravh ongeval wegvervoer letsel,Ongeval met letsel op Laan van Hoornwijck in Den Haag,2023-10-31,22:03:59
brandweer,p 1 bnh-01 zeer gr. br br bijeenkomst dak flamingo casino noorderkade alkmaar 106692 106693 101112 105731,Geen beschrijving beschikbaar,2023-10-31,22:25:07
brandweer,p 1 bnh-01 contact caco grote br br bijeenkomst dak flamingo casino noorderkade alkmaar,Dakbrand op Noorderkade in Alkmaar,2023-10-31,22:23:29
brandweer,p 1 bad-03 stank/hind. lucht gaslucht binnen prinses irenestraat diemen 134231,Geen beschrijving beschikbaar,2023-10-31,22:22:58
brandweer,p 1 bnh-01 grote br br bijeenkomst dak flamingo casino noorderkade alkmaar,Dakbrand op Noorderkade in Alkmaar,2023-10-31,22:22:44
brandweer,p 1 bnh-01 grote br br bijeenkomst dak flamingo casino noorderkade alkmaar 106521 106581 106689 104133,Dakbrand op Noorderkade in Alkmaar,2023-10-31,22:22:11
brandweer,p 2 bnn-05 liftopsluiting woongebouw raadhuisplein raadhuisplein drachten 027031,Assistentie bij liftopsluiting op Raadhuisplein in Drachten,2023-10-31,22:21:01
brandweer,p 3 bon-01 wateroverlast bommelsestraat ophemert 086531,Wateroverlast op Bommelsestraat in Ophemert,2023-10-31,22:20:14
brandweer,p 2 blb-01 brandgerucht talentencampus venlo rijnbeekstraat venlo 233231,Brandgerucht op Rijnbeekstraat in Venlo,2023-10-31,22:17:12
brandweer,p 2 bzb-02 br gerucht haagweg breda 203132,Brandgerucht op Haagweg in Breda,2023-10-31,22:16:55
politie,ongeval wegvervoer letsel keizer karel v singel karel de grotelaan eindhoven,Geen beschrijving beschikbaar,2023-10-31,22:23:55
politie,svp bellen oc apeldoorn inc 884,Geen beschrijving beschikbaar,2023-10-31,22:23:48
politie,ongeval wegvervoer letsel karel de grotelaan eindhoven,Geen beschrijving beschikbaar,2023-10-31,22:22:50
politie,"aanrijding letsel a12 li 54,4 de meern",Politie naar A12 in De Meern voor ongeval met letsel rijksweg a12,2023-10-31,22:19:57
brandweer,p 1 bad-01 br wegvervoer admiralengracht amsterdam 133331,Voertuigbrand op Admiralengracht in Amsterdam,2023-10-31,22:34:41
brandweer,p 1 steekpartij menno t,Brandweer met spoed voor steekpartij,2023-10-31,22:29:53
brandweer,p 1 steekpartij menno ter braakstraat amsterdam,Steekpartij op Menno ter Braakstraat in Amsterdam,2023-10-31,22:29:50
brandweer,p 1 bnh-01 zeer gr. br br bijeenkomst dak flamingo casino noorderkade alkmaar,Dakbrand op Noorderkade in Alkmaar,2023-10-31,22:27:37
brandweer,p 1 bnh-01 contact caco zeer gr. br br bijeenkomst dak flamingo casino noorderkade alkmaar,Dakbrand op Noorderkade in Alkmaar,2023-10-31,22:26:52
politie,aanrijding letsel wim van estpad almere,Geen beschrijving beschikbaar,2023-10-31,22:36:24
politie,er braakstraat amsterdam,Geen beschrijving beschikbaar,2023-10-31,22:29:53
trauma,a1 ambu 08993 hv weg letsel eindhoven karel de grotelaan/ karel de grote v singel,Traumaheli naar Karel de Grotelaan in Eindhoven voor ongeval met letsel,2023-10-31,22:25:39
brandweer,p 1 bdh-04 ass. ambu tilassistentie boslaan rijnsburg 161530,Assistentie ambulance op Boslaan in Rijnsburg,2023-10-31,22:44:42
brandweer,p 2 bdh-03 wateroverlast binnen botterkade zoetermeer 155230,Wateroverlast op Botterkade in Zoetermeer,2023-10-31,22:42:33
brandweer,p 2 bnh-02 diesntverlening keizerstraat den helder 104451 104432,Brandweer met gepaste spoed naar Keizerstraat in Den Helder,2023-10-31,22:41:48
brandweer,p 1 bdh-02 br wegvervoer auto julianastraat moerkapelle 163732,Voertuigbrand op Julianastraat in Moerkapelle,2023-10-31,22:40:35
brandweer,p 2 bdh-01 oms brandmelding woonlocatie kanaalpark kanaalpark leiden 164230,Automatisch brandalarm op Kanaalpark in Leiden,2023-10-31,22:36:52
politie,aanrijding letsel noorderhavenstraat zutphen 685920,Politie naar Noorderhavenstraat in Zutphen voor ongeval met letsel,2023-10-31,22:40:43
politie,graag contact oc apeldoorn gms 918,Politie naar Apeldoorn,2023-10-31,22:38:33
brandweer,p 2 blb-02 stank/hind. lucht buiten meting dentgenbachweg kerkrade 244441,Geen beschrijving beschikbaar,2023-10-31,22:55:27
brandweer,p 1 bdh-01 ongeval wegvervoer lichte thv auto goudse houtsingel gouda 169194 163033,Geen beschrijving beschikbaar,2023-10-31,22:54:36
brandweer,p 2 bnn-03 rookmelder mezenstraat leeuwarden 026131,Rookmelder op Mezenstraat in Leeuwarden,2023-10-31,22:51:35
brandweer,##settime 22:49:00 31-10-2023##,Brandweer,2023-10-31,22:48:55
politie,prio 1 goudse houtsingel gouda ongeval wegvervoer letsel,Ongeval met letsel op Goudse Houtsingel in Gouda,2023-10-31,22:56:26
politie,"graag contact oc apeldoorn, gms884",Politie naar Apeldoorn,2023-10-31,22:56:16
politie,aanrijding letsel pathmossingel drukkerstraat enschede 685934,Geen beschrijving beschikbaar,2023-10-31,22:54:36
politie,graag contact oc apeldoorn gms 918,Politie naar Apeldoorn,2023-10-31,22:53:10
brandweer,p 1 bdh-06 br woning munnikenstraat leiden 164152 169192 161560 164130 164230,Woningbrand op Munnikenstraat in Leiden,2023-10-31,23:16:26
brandweer,p 1 bon-01 br bijgebouw sluisweg almelo 053131,Brand in bijgebouw op Sluisweg in Almelo,2023-10-31,23:13:33
brandweer,p 1 brt-02 br bijgebouw eigenhof overschiese kleiweg rotterdam 170531,Brand in bijgebouw op Overschiese Kleiweg in Rotterdam,2023-10-31,23:09:59
brandweer,p 1 dv brw kooikerseind houten 091731,Brandweer met spoed naar Kooikerseind in Houten,2023-10-31,23:07:03
brandweer,p 1 bnn-06 br woning flat ypemaheerd groningen 011850 013593 011832,Woningbrand op Ypemaheerd in Groningen,2023-10-31,23:03:42
brandweer,p 2 br container ondergronds rachmaninoffplantsoen utrecht 094631,Buitenbrand (container) op Rachmaninoffplantsoen in Utrecht,2023-10-31,23:03:27
brandweer,p 1 bdh-05 reanimatie afhijsen frederik ruyschstraat 's-gravenhage 157850 157830,Assistentie bij reanimatie op Frederik Ruyschstraat in Den Haag,2023-10-31,23:01:05
brandweer,p 1 bdh-01 ongeval wegvervoer lichte thv auto goudse houtsingel gouda 163172 163182,Ongeval op Goudse Houtsingel in Gouda,2023-10-31,22:56:26
politie,piket gaarne contact oc rotterdam,Politie naar Rotterdam,2023-10-31,23:13:38
trauma,a1 ambu 17902 goudse houtsingel gouda gouda bon 152996,Traumaheli naar Goudse Houtsingel in Gouda,2023-10-31,23:00:20
trauma,a1 ambu 17992 goudse houtsingel gouda gouda bon 152996,Traumaheli naar Goudse Houtsingel in Gouda,2023-10-31,22:58:55
brandweer,p 1 bnn-02 ongeval gaslekkage binnen jan goeverneurstraat groningen 013593 011831,Gaslek op Jan Goeverneurstraat in Groningen,2023-10-31,23:25:28
brandweer,p 1 bon-01 br bijgebouw sluisweg almelo 059097,Brand in bijgebouw op Sluisweg in Almelo,2023-10-31,23:23:22
politie,aanrijding letsel thijmstraat guido gezellestraat nijmegen 685984,Politie naar Thijmstraat in Nijmegen voor ongeval met letsel,2023-10-31,23:24:43
brandweer,p 1 bdh-04 br woning kersengaarde voorburg 155150 159630 157430 159591,Woningbrand op Kersengaarde in Voorburg,2023-10-31,23:38:44
brandweer,p 1 bdh-03 oms brandmelding winkelcentrum de terp prinses beatrixlaan rijswijk zh 155630,Automatisch brandalarm op Prinses Beatrixlaan in Rijswijk,2023-10-31,23:31:39
brandweer,u bent gealarmeerd voor inzet tco.,Brandweer met spoed,2023-10-31,23:31:20
brandweer,p 1 bdh-01 ongeval wegvervoer lichte thv tco-b auto goudse houtsingel gouda,Ongeval op Goudse Houtsingel in Gouda,2023-10-31,23:31:05
brandweer,p 1 bdh-02 stank/hind. lucht gaslucht frederikstraat 's-gravenhage 157230,Gaslucht op Frederikstraat in Den Haag,2023-10-31,23:29:57
politie,prio 1 boekerslootlaan ndwkzh ongeval wegvervoer letsel,Politie met spoed voor ongeval met letsel,2023-10-31,23:39:24
brandweer,p 1 brt-02 br wegvervoer slaghekstraat rotterdam 173431,Voertuigbrand op Slaghekstraat in Rotterdam,2023-10-31,23:50:01
brandweer,p 2 bdh-07 wateroverlast muurbloemtuin zoetermeer 155330,Wateroverlast op Muurbloemtuin in Zoetermeer,2023-10-31,23:49:38
brandweer,p 2 brt-01 co-melder binnen zolder hobostraat spijkenisse 173131,Brandweer met gepaste spoed naar Hobostraat in Spijkenisse,2023-10-31,23:47:22
brandweer,p 1 blb-03 br woning bongerdstraat tegelen 235151,Woningbrand op Bongerdstraat in Tegelen,2023-11-01,00:00:50
brandweer,p 1 blb-03 br woning bongerdstraat tegelen 233231,Woningbrand op Bongerdstraat in Tegelen,2023-11-01,00:00:50
brandweer,p 1 bon-02 ass. ambu tilassistentie molenwal steenwijk 041231,Assistentie ambulance op Molenwal in Steenwijk,2023-10-31,23:59:41
brandweer,p 2 bdh-07 wateroverlast muurbloemtuin zoetermeer 155370,Wateroverlast op Muurbloemtuin in Zoetermeer,2023-10-31,23:51:29
politie,ongeval wegvervoer letsel koningswegbd 's-hertogenbosch,Politie naar Koningsweg in Den Bosch voor ongeval met letsel,2023-11-01,00:01:24
politie,svp tel contact mka regio nog,Politie  voor contact met de meldkamer opnemen,2023-10-31,23:53:31
politie,oc bellen. ovdi. 274544,Politie,2023-10-31,23:53:01
brandweer,contact mkb slaghekstraat rotterdam,Brandweer naar Slaghekstraat in Rotterdam,2023-11-01,00:12:03
brandweer,p 1 inbraakalarm brandweerkazerne vlijmen burgemeester zwaansweg vlijmen,Geen beschrijving beschikbaar,2023-11-01,00:10:29
brandweer,vervallen voor 4252 p 2 wateroverlast muurbloemtuin zoetermeer,Wateroverlast op Muurbloemtuin in Zoetermeer,2023-11-01,00:08:46
brandweer,p 2 bad-02 ass. ambu afhijsen gulden winckelstraat amsterdam 139251 132431,Assistentie ambulance voor afhijsen patiënt op Gulden Winckelstraat in Amsterdam,2023-11-01,00:08:28
brandweer,p 2 wateroverlast dorpsstraat nigtevecht 098035,Wateroverlast op Dorpsstraat in Nigtevecht,2023-11-01,00:07:33
brandweer,p 2 bdh-07 wateroverlast muurbloemtuin zoetermeer 159650,Wateroverlast op Muurbloemtuin in Zoetermeer,2023-11-01,00:07:07
brandweer,p 2 bdh-07 wateroverlast muurbloemtuin zoetermeer 164252,Wateroverlast op Muurbloemtuin in Zoetermeer,2023-11-01,00:05:42
brandweer,p 1 blb-03 br woning bongerdstraat tegelen 236169,Woningbrand op Bongerdstraat in Tegelen,2023-11-01,00:04:14
brandweer,p 1 bad-01 ass. ambu deur openen dvt poeldijkstraat poeldijkstraat amsterdam 139233,Brandweer met spoed naar Poeldijkstraat in Amsterdam,2023-11-01,00:03:25
politie,aanrijding letsel leppepaalweg enschede 686037,Politie naar Leppepaalweg in Enschede voor ongeval met letsel,2023-11-01,00:12:29
politie,"ongeval/wegvervoer/letsel prio 1 oldeholtwolde a32 re 40,0",Ongeval met letsel op A32 in Oldeholtwolde,2023-11-01,00:04:54
trauma,a1 mmt 13991 grote marktstraat 's-gravenhage 98012,Traumaheli,2023-11-01,00:07:18
brandweer,actie door jos,Brandweer,2023-11-01,00:26:04
brandweer,graag telefonsich contact meldkamer,Brandweer,2023-11-01,00:19:33
brandweer,p 1 bnh-02 lvo voorzorg baan 18r spl ugs-c polderbaan schiphol 121292 129230 129291,Brandweer met spoed,2023-11-01,00:42:59
brandweer,p 1 bzb-01 br wegvervoer scooter ereprijs werkendam 205534,Voertuigbrand op Ereprijs in Werkendam,2023-11-01,00:40:11
brandweer,test einde dienst dirk,Brandweer   test/oefening,2023-11-01,01:35:33
brandweer,"p testmelding kazerne tilburg centrum, tbc1 fabriekstraat tilburg 209031",Brandweer naar Fabriekstraat in Tilburg  test/oefening,2023-11-01,01:34:09
brandweer,proefalarm,Brandweer met spoed,2023-11-01,01:33:57
brandweer,p 1 brt-04 contact mkb gmk rotterdam wilhelminakade rotterdam 179983 179981 178791,Brandweer met spoed naar Wilhelminakade in Rotterdam,2023-11-01,01:33:54
brandweer,p 1 ass. ambu eendracht deurne,Brandweer met spoed naar Eendracht in Deurne,2023-11-01,01:33:50
brandweer,test,Geen beschrijving beschikbaar,2023-11-01,01:33:16
brandweer,proefalarm,Brandweer met spoed,2023-11-01,01:32:18
brandweer,test paging,Brandweer   test/oefening,2023-11-01,01:31:38
brandweer,"tot nader bericht geen p2000 mogelijk, zowel pager , mobiele telefoon alsmede waar mogelijk de portofoon aan houden!",Brandweer,2023-11-01,01:31:05
politie,testmelding caco mk mwb/zld,Politie naar Zuidland,2023-11-01,01:35:35
politie,oc utrecht pol monitorcode test,Geen beschrijving beschikbaar,2023-11-01,01:34:12
brandweer,p 1 bzb-01 oms br beheerssyst. philip morris hoofdingang marconilaan bergen op zoom 201531,Automatisch brandalarm op Marconilaan in Bergen Op Zoom,2023-11-01,02:38:20
brandweer,p 1 bdh-01 br container prinses beatrixlaan rijswijk zh 155630,Buitenbrand (container) op Prinses Beatrixlaan in Rijswijk,2023-11-01,02:27:46
brandweer,p 2 bon-02 br nacontrole hekselbrink enschede 054131,Nacontrole op Hekselbrink in Enschede,2023-11-01,02:26:57
brandweer,p 1 bnh-20 oms brandmelding g pier rinse hofstraweg schiphol 129230,Automatisch brandalarm op Rinse Hofstraweg in Schiphol,2023-11-01,02:22:57
brandweer,p 1 blb-03 br gebouw veldgaard amstenrade 243251 243591 244241 244041,Gebouwbrand op Veldgaard in Amstenrade,2023-11-01,02:13:52
brandweer,p 1 bzb-01 oms handmelder eikelaar de slimstraat udenhout 209446,Automatisch brandalarm (handmelder) op Slimstraat in Udenhout,2023-11-01,02:11:59
brandweer,hovd oost hm gaarne tel contact hon hm,Brandweer naar Oostrum,2023-11-01,02:09:05
brandweer,graag telefonisch contact mkb,Brandweer,2023-11-01,02:07:59
brandweer,p 2 bob-01 wateroverlast kastanjehof geldrop 222541,Wateroverlast op Kastanjehof in Geldrop,2023-11-01,02:06:35
brandweer,hovd west gaarne bellen hon hm,Brandweer,2023-11-01,01:56:25
brandweer,p 2 blb-02 brandgerucht mutsaersstichting postweg venlo 233231,Brandgerucht op Postweg in Venlo,2023-11-01,01:46:35
brandweer,hon hgl gaarne tel contact mkb,Brandweer,2023-11-01,01:44:01
brandweer,pagertest,Geen beschrijving beschikbaar,2023-11-01,01:43:25
brandweer,p2 acb nhn contact mkb,Brandweer,2023-11-01,01:41:08
brandweer,p 1 bon-01 br wegvervoer extra alarmering auto dorpsstraat ingen,Voertuigbrand op Dorpsstraat in Ingen,2023-11-01,01:40:44
brandweer,p 1 bon-01 noodalarm br wegvervoer auto dorpsstraat ingen 087431,Voertuigbrand op Dorpsstraat in Ingen,2023-11-01,01:40:44
brandweer,p 1 bob-02 ass. ambu eendracht deurne 223231,Brandweer met spoed naar Eendracht in Deurne,2023-11-01,01:39:57
brandweer,"p2000 is hersteld, alamering via normale weg",Brandweer naar Vianen,2023-11-01,01:38:08
politie,svp contact mka,Politie  voor contact met de meldkamer opnemen,2023-11-01,02:17:06
trauma,a1 mmt 13102 13991 13104 ferdinand bolstraat amsterdam 98023 98024 98025,Traumaheli naar Ferdinand Bolstraat in Amsterdam,2023-11-01,01:48:52
brandweer,p 2 bzb-01 oms brandmelding houtmarktgarage kerkstraat breda 203132,Automatisch brandalarm op Kerkstraat in Breda,2023-11-01,03:13:37
brandweer,p 1 bzb-02 reanimatie haverheining alphen nb 207531,Assistentie bij reanimatie op Haverheining in Alphen,2023-11-01,02:49:46
brandweer,p 1 bdh-02 nacontrole eidereendstraat 's-gravenhage 157430,Nacontrole op Eidereendstraat in Den Haag,2023-11-01,02:40:42
brandweer,p 1 bon-02 reanimatie reijmerweg renkum 073580,Assistentie bij reanimatie op Reijmerweg in Renkum,2023-11-01,03:21:48
brandweer,p 1 br woning meerkoet harmelen 096031,Woningbrand op Meerkoet in Harmelen,2023-11-01,03:17:57
brandweer,p 2 bdh-01 stormschade delfgauwseweg delft 155530,Stormschade op Delfgauwseweg in Delft,2023-11-01,03:41:05
